TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
CLASSES - FIF;01.496.940/0001-86;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2025-11-30;Valores a receber;;;1861683;;2026-05-29
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2025-11-30;Ações;5693961;6222475;5066000;;2026-05-29
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2025-11-30;Brazilian Depository Receipt - BDR;;;96800320;;2026-05-29
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2025-11-30;Cotas de Fundos;;;193930000;;2026-05-29
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2025-11-30;Disponibilidades;;;2553232;;2026-05-29
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2025-11-30;Investimento no Exterior;65358312;68191030;70721249;;2026-05-29
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2025-11-30;Mercado Futuro - Posições compradas;342379553;425775318;36156636;;2026-05-29
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2025-11-30;Mercado Futuro - Posições vendidas;0;40252987;-35991925;;2026-05-29
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2025-11-30;Opções - Posições titulares;7606650;66596837;573723;;2026-05-29
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2025-11-30;Operações Compromissadas;;;31629997;;2026-05-29
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2025-11-30;Valores a pagar;;;81806516;;2026-05-29
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2025-11-30;Valores a receber;;;78437534;;2026-05-29
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-11-30;Ações;3324465;16273716;66378545;;2026-05-29
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-11-30;Certificado ou recibo de depósito de valores mobiliários;;;4235129;;2026-05-29
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-11-30;Disponibilidades;;;1340;;2026-05-29
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-11-30;Mercado Futuro - Posições compradas;;;943;;2026-05-29
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-11-30;Operações Compromissadas;;;265424;;2026-05-29
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-11-30;Títulos Públicos;0;0;1089893;;2026-05-29
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-11-30;Valores a pagar;;;1297585;;2026-05-29
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-11-30;Valores a receber;;;515331;;2026-05-29
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-11-30;Disponibilidades;;;4819772;;2026-05-29
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-11-30;Investimento no Exterior;;;362054739;;2026-05-29
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-11-30;Operações Compromissadas;;;4182821;;2026-05-29
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-11-30;Valores a pagar;;;1083229;;2026-05-29
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-11-30;Valores a receber;;;3533;;2026-05-29
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-11-30;Ações;5972724;11112134;176508617;;2026-05-29
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-11-30;Ações e outros TVM cedidos em empréstimo;;;16183988;;2026-05-29
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-11-30;Certificado ou recibo de depósito de valores mobiliários;;;9865173;;2026-05-29
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-11-30;Disponibilidades;;;10085;;2026-05-29
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-11-30;Mercado Futuro - Posições compradas;;;18198;;2026-05-29
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-11-30;Operações Compromissadas;;;6482789;;2026-05-29
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-11-30;Valores a pagar;;;443544;;2026-05-29
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-11-30;Valores a receber;;;1682771;;2026-05-29
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2025-11-30;Ações;8329285;17080011;46581045;;2026-05-29
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2025-11-30;Ações e outros TVM cedidos em empréstimo;;;21265774;;2026-05-29
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2025-11-30;Disponibilidades;;;0;;2026-05-29
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2025-11-30;Obrigações por ações e outros TVM recebidos em empréstimo;;;2348337;;2026-05-29
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2025-11-30;Opções - Posições titulares;;;314629;;2026-05-29
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2025-11-30;Operações Compromissadas;;;9425357;;2026-05-29
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2025-11-30;Valores a pagar;;;113885;;2026-05-29
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2025-11-30;Valores a receber;;;2643155;;2026-05-29
CLASSES - FIF;02.097.253/0001-50;SAFRA PRIVATE FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO EM AÇÕES RESP LIMITADA;2025-11-30;Ações;0;0;8004939;;2026-05-29
CLASSES - FIF;02.097.253/0001-50;SAFRA PRIVATE FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO EM AÇÕES RESP LIMITADA;2025-11-30;Certificado ou recibo de depósito de valores mobiliários;0;0;179414;;2026-05-29
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2025-11-30;Cotas de Fundos;;;1147759207;;2026-05-29
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2025-11-30;Operações Compromissadas;;;7914377;;2026-05-29
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2025-11-30;Valores a pagar;;;2480496;;2026-05-29
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2025-11-30;Valores a receber;;;27237;;2026-05-29
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-11-30;Cotas de Fundos;;;97083040;;2026-05-29
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-11-30;Disponibilidades;;;5000;;2026-05-29
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-11-30;Valores a pagar;;;175826;;2026-05-29
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-11-30;Valores a receber;;;321958;;2026-05-29
CLASSES - FIF;03.473.193/0001-96;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-11-30;Ações;83370;78895;685583;;2026-05-29
CLASSES - FIF;03.473.193/0001-96;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-11-30;Certificado ou recibo de depósito de valores mobiliários;0;0;38540;;2026-05-29
CLASSES - FIF;03.473.193/0001-96;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-11-30;Cotas de Fundos;;;123868;;2026-05-29
CLASSES - FIF;03.473.193/0001-96;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-11-30;Disponibilidades;;;10000;;2026-05-29
CLASSES - FIF;03.473.193/0001-96;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-11-30;Mercado Futuro - Posições compradas;;;808;;2026-05-29
CLASSES - FIF;03.473.193/0001-96;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-11-30;Operações Compromissadas;;;186286;;2026-05-29
CLASSES - FIF;03.473.193/0001-96;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-11-30;Outros valores mobiliários registrados na CVM objeto de oferta pública;0;0;0;;2026-05-29
CLASSES - FIF;03.473.193/0001-96;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-11-30;Valores a pagar;;;6878;;2026-05-29
CLASSES - FIF;03.473.193/0001-96;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-11-30;Valores a receber;;;13559;;2026-05-29
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2025-11-30;Ações;0;8881508;738885939;;2026-05-29
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2025-11-30;Ações e outros TVM cedidos em empréstimo;;;1235152060;;2026-05-29
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2025-11-30;Certificado ou recibo de depósito de valores mobiliários;0;0;45890464;;2026-05-29
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2025-11-30;Disponibilidades;;;2000;;2026-05-29
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2025-11-30;Operações Compromissadas;;;12535965;;2026-05-29
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2025-11-30;Outros valores mobiliários registrados na CVM objeto de oferta pública;0;0;86;;2026-05-29
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2025-11-30;Valores a pagar;;;9478223;;2026-05-29
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2025-11-30;Valores a receber;;;26944570;;2026-05-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-11-30;Ações;1030136;1603959;7689840;;2026-05-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-11-30;Ações e outros TVM cedidos em empréstimo;;;243900;;2026-05-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-11-30;Certificado ou recibo de depósito de valores mobiliários;;;540000;;2026-05-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-11-30;Compras a termo a receber;;;2913050;;2026-05-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-11-30;Obrigações por ações e outros TVM recebidos em empréstimo;;;375870;;2026-05-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-11-30;Operações Compromissadas;;;650086;;2026-05-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-11-30;Valores a pagar;;;3389562;;2026-05-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-11-30;Valores a receber;;;75653;;2026-05-29
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-11-30;Ações;5911303;10956801;38223248;;2026-05-29
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-11-30;Certificado ou recibo de depósito de valores mobiliários;0;0;1749600;;2026-05-29
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-11-30;Cotas de Fundos;;;919515;;2026-05-29
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-11-30;Disponibilidades;;;1000;;2026-05-29
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-11-30;Mercado Futuro - Posições compradas;;;16983;;2026-05-29
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-11-30;Operações Compromissadas;;;4796071;;2026-05-29
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-11-30;Outros valores mobiliários registrados na CVM objeto de oferta pública;0;0;59133;;2026-05-29
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-11-30;Valores a pagar;;;85622;;2026-05-29
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-11-30;Valores a receber;;;1283747;;2026-05-29
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-11-30;Ações;0;353102;11947099;;2026-05-29
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-11-30;Debêntures;;;122827;;2026-05-29
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-11-30;Operações Compromissadas;;;5398214;;2026-05-29
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-11-30;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;929922;;2026-05-29
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-11-30;Valores a pagar;;;13376;;2026-05-29
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-11-30;Valores a receber;;;45091;;2026-05-29
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2025-11-30;Ações;334357;1810269;24551447;;2026-05-29
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2025-11-30;Ações e outros TVM cedidos em empréstimo;;;4815483;;2026-05-29
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2025-11-30;Brazilian Depository Receipt - BDR;;;1682104;;2026-05-29
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2025-11-30;Certificado ou recibo de depósito de valores mobiliários;;;5078103;;2026-05-29
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2025-11-30;Disponibilidades;;;614004;;2026-05-29
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2025-11-30;Investimento no Exterior;;;2126791;;2026-05-29
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2025-11-30;Operações Compromissadas;;;1634290;;2026-05-29
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2025-11-30;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;39;;2026-05-29
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2025-11-30;Valores a pagar;;;59026;;2026-05-29
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2025-11-30;Valores a receber;;;536282;;2026-05-29
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-11-30;Ações;26747720;9442561;316963739;;2026-05-29
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-11-30;Ações e outros TVM cedidos em empréstimo;;;97674480;;2026-05-29
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-11-30;Certificado ou recibo de depósito de valores mobiliários;;;17866020;;2026-05-29
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-11-30;Disponibilidades;;;11201;;2026-05-29
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-11-30;Mercado Futuro - Posições compradas;;;19680;;2026-05-29
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-11-30;Operações Compromissadas;;;1152070;;2026-05-29
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-11-30;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;34;;2026-05-29
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-11-30;Valores a pagar;;;334170;;2026-05-29
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-11-30;Valores a receber;;;4390793;;2026-05-29
CLASSES - FIF;04.088.125/0001-76;BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2025-11-30;Cotas de Fundos;;;6685381;;2026-05-29
CLASSES - FIF;04.088.125/0001-76;BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2025-11-30;Disponibilidades;;;10000;;2026-05-29
CLASSES - FIF;04.088.125/0001-76;BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2025-11-30;Operações Compromissadas;;;77991;;2026-05-29
CLASSES - FIF;04.088.125/0001-76;BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2025-11-30;Valores a pagar;;;11162;;2026-05-29
CLASSES - FIF;04.088.125/0001-76;BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2025-11-30;Valores a receber;;;2391;;2026-05-29
CLASSES - FIF;04.195.359/0001-12;EXECUTIVE TOP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-11-30;Ações;1491743;3927313;8880853;;2026-05-29
CLASSES - FIF;04.195.359/0001-12;EXECUTIVE TOP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-11-30;Operações Compromissadas;;;382039;;2026-05-29
CLASSES - FIF;04.195.359/0001-12;EXECUTIVE TOP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-11-30;Valores a pagar;;;209494;;2026-05-29
CLASSES - FIF;04.195.359/0001-12;EXECUTIVE TOP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-11-30;Valores a receber;;;198396;;2026-05-29
CLASSES - FIF;04.320.863/0001-05;FOTON FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-11-30;Ações;10589488;13665099;45218127;;2026-05-29
CLASSES - FIF;04.320.863/0001-05;FOTON FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-11-30;Ações e outros TVM cedidos em empréstimo;;;23856651;;2026-05-29
CLASSES - FIF;04.320.863/0001-05;FOTON FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-11-30;Cotas de Fundos;;;716153;;2026-05-29
CLASSES - FIF;04.320.863/0001-05;FOTON FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-11-30;Disponibilidades;;;3851;;2026-05-29
