TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
CLASSES - FIF;01.496.940/0001-86;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2026-02-28;Valores a pagar;;;308110;;2026-08-27
CLASSES - FIF;01.496.940/0001-86;BRAM H INSTITUCIONAL FI FINANCEIRO - CIA - RESP LIMITADA;2026-02-28;Valores a receber;;;4372577;;2026-08-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-02-28;Ações;4412408;4713799;0;;2026-08-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-02-28;Brazilian Depository Receipt - BDR;;;62288750;;2026-08-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-02-28;Cotas de Fundos;;;171447502;;2026-08-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-02-28;Disponibilidades;;;8129851;;2026-08-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-02-28;Investimento no Exterior;67518310;61979434;59967372;;2026-08-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-02-28;Mercado Futuro - Posições compradas;71480980;63496835;249145;;2026-08-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-02-28;Mercado Futuro - Posições vendidas;0;517915;-461975;;2026-08-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-02-28;Opções - Posições titulares;209905550;172726285;380233;;2026-08-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-02-28;Operações Compromissadas;;;22319571;;2026-08-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-02-28;Valores a pagar;;;84967537;;2026-08-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-02-28;Valores a receber;;;90053961;;2026-08-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-02-28;Ações;2065814;1001207;49253919;;2026-08-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-02-28;Certificado ou recibo de depósito de valores mobiliários;;;1516568;;2026-08-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-02-28;Disponibilidades;;;1510;;2026-08-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-02-28;Opções - Posições titulares;;;410600;;2026-08-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-02-28;Operações Compromissadas;;;1479859;;2026-08-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-02-28;Outras aplicações;;;7617129;;2026-08-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-02-28;Títulos Públicos;0;0;572837;;2026-08-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-02-28;Valores a pagar;;;340845;;2026-08-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-02-28;Valores a receber;;;1833803;;2026-08-27
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-02-28;Disponibilidades;;;53848769;;2026-08-27
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-02-28;Investimento no Exterior;;;288772435;;2026-08-27
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-02-28;Operações Compromissadas;;;3214941;;2026-08-27
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-02-28;Valores a pagar;;;1239283;;2026-08-27
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-02-28;Valores a receber;;;5893705;;2026-08-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-02-28;Ações;11562937;8183108;216321073;;2026-08-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-02-28;Ações e outros TVM cedidos em empréstimo;;;12873926;;2026-08-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-02-28;Certificado ou recibo de depósito de valores mobiliários;;;11731222;;2026-08-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-02-28;Disponibilidades;;;11069;;2026-08-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-02-28;Mercado Futuro - Posições compradas;;;-83470;;2026-08-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-02-28;Operações Compromissadas;;;8758798;;2026-08-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-02-28;Valores a pagar;;;666577;;2026-08-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-02-28;Valores a receber;;;4463404;;2026-08-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-02-28;Ações;8430877;10175240;61384666;;2026-08-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-02-28;Ações e outros TVM cedidos em empréstimo;;;18736758;;2026-08-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-02-28;Disponibilidades;;;0;;2026-08-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-02-28;Obrigações por ações e outros TVM recebidos em empréstimo;;;1018795;;2026-08-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-02-28;Opções - Posições lançadas;;;348732;;2026-08-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-02-28;Opções - Posições titulares;;;130806;;2026-08-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-02-28;Operações Compromissadas;;;9044768;;2026-08-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-02-28;Valores a pagar;;;124091;;2026-08-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-02-28;Valores a receber;;;379579;;2026-08-27
CLASSES - FIF;02.097.253/0001-50;SAFRA PRIVATE FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO EM AÇÕES RESP LIMITADA;2026-02-28;Ações;9756;0;1539399;;2026-08-27
CLASSES - FIF;02.097.253/0001-50;SAFRA PRIVATE FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO EM AÇÕES RESP LIMITADA;2026-02-28;Brazilian Depository Receipt - BDR;101374;0;29130;;2026-08-27
CLASSES - FIF;02.097.253/0001-50;SAFRA PRIVATE FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO EM AÇÕES RESP LIMITADA;2026-02-28;Certificado ou recibo de depósito de valores mobiliários;0;0;74896;;2026-08-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2026-02-28;Cotas de Fundos;;;1213483937;;2026-08-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2026-02-28;Operações Compromissadas;;;8329898;;2026-08-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2026-02-28;Valores a pagar;;;2455516;;2026-08-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2026-02-28;Valores a receber;;;26769;;2026-08-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2026-02-28;Cotas de Fundos;;;111598167;;2026-08-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2026-02-28;Disponibilidades;;;5000;;2026-08-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2026-02-28;Valores a pagar;;;271875;;2026-08-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2026-02-28;Valores a receber;;;422425;;2026-08-27
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2026-02-28;Ações;769997414;0;569148038;;2026-08-27
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2026-02-28;Ações e outros TVM cedidos em empréstimo;;;945323428;;2026-08-27
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2026-02-28;Certificado ou recibo de depósito de valores mobiliários;0;0;33590836;;2026-08-27
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2026-02-28;Disponibilidades;;;2000;;2026-08-27
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2026-02-28;Operações Compromissadas;;;4762171;;2026-08-27
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2026-02-28;Valores a pagar;;;117550;;2026-08-27
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2026-02-28;Valores a receber;;;37242334;;2026-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-02-28;Ações;1580075;596453;8542367;;2026-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-02-28;Certificado ou recibo de depósito de valores mobiliários;;;367560;;2026-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-02-28;Compras a termo a receber;;;3163485;;2026-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-02-28;Obrigações por ações e outros TVM recebidos em empréstimo;;;417008;;2026-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-02-28;Operações Compromissadas;;;858627;;2026-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-02-28;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;37621;;2026-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-02-28;Valores a pagar;;;3585128;;2026-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-02-28;Valores a receber;;;109680;;2026-08-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-02-28;Ações;11264077;12127778;43355724;;2026-08-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-02-28;Certificado ou recibo de depósito de valores mobiliários;0;0;2560668;;2026-08-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-02-28;Disponibilidades;;;1000;;2026-08-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-02-28;Mercado Futuro - Posições compradas;;;-210193;;2026-08-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-02-28;Mercado Futuro - Posições vendidas;;;52109;;2026-08-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-02-28;Opções - Posições lançadas;;;53704;;2026-08-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-02-28;Opções - Posições titulares;;;64550;;2026-08-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-02-28;Operações Compromissadas;;;11486043;;2026-08-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-02-28;Valores a pagar;;;2622296;;2026-08-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-02-28;Valores a receber;;;552795;;2026-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2026-02-28;Ações;4712950;4503197;12587170;;2026-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2026-02-28;Cotas de Fundos;;;407352;;2026-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2026-02-28;Debêntures;;;122827;;2026-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2026-02-28;Opções - Posições titulares;;;370689;;2026-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2026-02-28;Operações Compromissadas;;;4568766;;2026-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2026-02-28;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;895795;;2026-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2026-02-28;Valores a pagar;;;13236;;2026-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2026-02-28;Valores a receber;;;97843;;2026-08-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-02-28;Ações;4043610;494749;23581844;;2026-08-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-02-28;Ações e outros TVM cedidos em empréstimo;;;4776842;;2026-08-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-02-28;Brazilian Depository Receipt - BDR;;;910603;;2026-08-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-02-28;Certificado ou recibo de depósito de valores mobiliários;;;4898293;;2026-08-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-02-28;Disponibilidades;;;886;;2026-08-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-02-28;Investimento no Exterior;;;2667841;;2026-08-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-02-28;Operações Compromissadas;;;2355701;;2026-08-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-02-28;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;286128;;2026-08-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-02-28;Valores a pagar;;;60011;;2026-08-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-02-28;Valores a receber;;;584588;;2026-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-02-28;Ações;23343977;2681071;304710521;;2026-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-02-28;Ações e outros TVM cedidos em empréstimo;;;126661498;;2026-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-02-28;Certificado ou recibo de depósito de valores mobiliários;;;17151540;;2026-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-02-28;Disponibilidades;;;13236;;2026-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-02-28;Mercado Futuro - Posições compradas;;;-93290;;2026-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-02-28;Operações Compromissadas;;;1145300;;2026-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-02-28;Valores a pagar;;;1057505;;2026-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-02-28;Valores a receber;;;7498498;;2026-08-27
CLASSES - FIF;04.088.125/0001-76;BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2026-02-28;Cotas de Fundos;;;7930128;;2026-08-27
CLASSES - FIF;04.088.125/0001-76;BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2026-02-28;Disponibilidades;;;10000;;2026-08-27
CLASSES - FIF;04.088.125/0001-76;BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2026-02-28;Operações Compromissadas;;;74581;;2026-08-27
CLASSES - FIF;04.088.125/0001-76;BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2026-02-28;Valores a pagar;;;14041;;2026-08-27
CLASSES - FIF;04.088.125/0001-76;BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2026-02-28;Valores a receber;;;102;;2026-08-27
CLASSES - FIF;04.195.359/0001-12;EXECUTIVE TOP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-02-28;Ações;1309187;3321248;8905468;;2026-08-27
CLASSES - FIF;04.195.359/0001-12;EXECUTIVE TOP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-02-28;Ações e outros TVM cedidos em empréstimo;;;1280107;;2026-08-27
CLASSES - FIF;04.195.359/0001-12;EXECUTIVE TOP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-02-28;Operações Compromissadas;;;570780;;2026-08-27
CLASSES - FIF;04.195.359/0001-12;EXECUTIVE TOP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-02-28;Valores a pagar;;;137795;;2026-08-27
CLASSES - FIF;04.195.359/0001-12;EXECUTIVE TOP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-02-28;Valores a receber;;;124645;;2026-08-27
CLASSES - FIF;04.320.863/0001-05;FOTON FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-02-28;Ações;11112385;8964061;63804833;;2026-08-27
CLASSES - FIF;04.320.863/0001-05;FOTON FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-02-28;Ações e outros TVM cedidos em empréstimo;;;17678140;;2026-08-27
CLASSES - FIF;04.320.863/0001-05;FOTON FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-02-28;Cotas de Fundos;;;800738;;2026-08-27
CLASSES - FIF;04.320.863/0001-05;FOTON FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-02-28;Disponibilidades;;;6920;;2026-08-27
CLASSES - FIF;04.320.863/0001-05;FOTON FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-02-28;Investimento no Exterior;;;3987142;;2026-08-27
CLASSES - FIF;04.320.863/0001-05;FOTON FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-02-28;Obrigações por ações e outros TVM recebidos em empréstimo;;;5151992;;2026-08-27
CLASSES - FIF;04.320.863/0001-05;FOTON FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-02-28;Opções - Posições lançadas;;;344955;;2026-08-27
CLASSES - FIF;04.320.863/0001-05;FOTON FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-02-28;Opções - Posições titulares;;;130806;;2026-08-27
CLASSES - FIF;04.320.863/0001-05;FOTON FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-02-28;Operações Compromissadas;;;8363940;;2026-08-27
CLASSES - FIF;04.320.863/0001-05;FOTON FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-02-28;Valores a pagar;;;68147;;2026-08-27
