TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
CLASSES - FIDC;12.236.809/0001-04;PLR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-12-31;813768;791365117.04;Valores a pagar;Outros;N;Para negociação;;;;;;13900.00;;;;DESPESA DE AUDITORIA;;;;;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-12-31;813768;791365117.04;Valores a pagar;Outros;N;Para negociação;;;;;;6000.00;;;;TAXA DE GEST?O;;;;;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-12-31;813768;791365117.04;Valores a pagar;Outros;N;Para negociação;;;;;;6000.00;;;;TAXA DE ADMINISTRA??O;;;;;;;;;;;
CLASSES - FIDC;12.236.809/0001-04;PLR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-12-31;813768;791365117.04;Valores a receber;Outros;N;Para negociação;;;;;;546.17;;;;TAXA ANBIMA;;;;;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Cotas de Fundos;;N;;0.000000;0.00;0.000000;0.00;52.974293;144182.77;;;;;;PJ;30868828000127;ARC CRÉDITO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Cotas de Fundos;;N;;0.000000;0.00;0.000000;0.00;11508.697892;13597687.26;;;;;;PJ;52363951000129;ARC DIP JS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Cotas de Fundos;;N;;28885739.415659;83821149.49;24898629.401799;72316932.40;0.000000;0.00;;;;;;PJ;16565016000181;BTG PACTUAL CDB I FUNDO DE INVESTIMENTO RENDA FIXA;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Cotas de Fundos;;S;;188819.751869;147500000.00;288843.260258;223500000.00;152415.156700;112272202.19;;;;;;PJ;29720595000131;DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Cotas de Fundos;;S;;0.000000;0.00;15297677.042776;81500000.00;40833030.111659;106693520.26;;;;;;PJ;17015979000174;EXCLUSIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE  LIMITADA;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Cotas de Fundos;;S;;0.000000;0.00;189749.780920;149500000.00;964317.663558;662259614.25;;;;;;PJ;17250006000110;RED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP DE RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Cotas de Fundos;;S;;0.000000;0.00;716262.403751;180000000.00;1216411.205737;276740037.00;;;;;;PJ;08632394000102;RED - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL LP - RESPONSABILIDADE  LIMITADA;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Cotas de Fundos;;S;;0.000000;0.00;2469083.661972;105000000.00;4620702.191756;163073438.83;;;;;;PJ;11489344000122;RED PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESPONSABILIDADE LIMITADA;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Cotas de Fundos;;S;;44.394644;1543915.64;0.000000;0.00;0.000000;0.00;;;;;;PJ;29720617000163;REDIGITAL FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Cotas de Fundos;;N;;0.000000;0.00;556.254181;686373.46;5204.490184;6524516.33;;;;;;PJ;51247291000158;SSG FUNDO DE INVESTIMENTO MULTIMERCADO;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Disponibilidades;Outros;N;Para negociação;;;;;;312728.82;;;;Disponibilidades;;;;;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Valores a pagar;Outros;N;Para negociação;;;;;;1806853.40;;;;TAXA DE CONSULTORIA;;;;;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Valores a pagar;Outros;N;Para negociação;;;;;;3225856.61;;;;TAXA DE GEST?O;;;;;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Valores a pagar;Outros;N;Para negociação;;;;;;15500.00;;;;DESPESA DE TAXA CETIP;;;;;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Valores a pagar;Outros;N;Para negociação;;;;;;4207.02;;;;TAXA DE ADMINISTRA??O;;;;;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Valores a receber;Outros;N;Para negociação;;;;;;1045.98;;;;DESPESA COM TAXA ANBIMA;;;;;;;;;;;
CLASSES - FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-12-31;818636;1347344800.38;Valores a receber;Outros;N;Para negociação;;;;;;24552.84;;;;TAXA FISCALIZA??O CVM - DIFERIDO;;;;;;;;;;;
CLASSES - FIDC;12.565.143/0001-20;FC2 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-12-31;882056;-260421.54;Disponibilidades;Outros;N;Para negociação;;;;;;0.00;;2025-03-31;;Disponibilidade;;;;;;;;;;;
CLASSES - FIDC;12.565.143/0001-20;FC2 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-12-31;882056;-260421.54;Valores a pagar;Outros;N;Para negociação;;;;;;214283.75;;2025-03-31;;Valores a Pagar;;;;;;;;;;;
CLASSES - FIDC;12.565.143/0001-20;FC2 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-12-31;882056;-260421.54;Valores a receber;Outros;N;Para negociação;;;;;;513.82;;2025-03-31;;Valores a Receber;;;;;;;;;;;
CLASSES - FIDC;12.565.143/0001-20;FC2 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-12-31;882056;-260421.54;Outras operações passivas e exigibilidades;Outros;N;Para negociação;;;;;;46651.61;;2025-03-31;;FM1 FIM;;PJ;11902354000148;FM1 FIDC RESP LTDA;;;;;;;
CLASSES - FIDC;12.660.458/0001-56;FC4 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-12-31;882058;-502852.09;Disponibilidades;Outros;N;Para negociação;;;;;;0.00;;2025-03-31;;Disponibilidade;;;;;;;;;;;
CLASSES - FIDC;12.660.458/0001-56;FC4 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-12-31;882058;-502852.09;Valores a pagar;Outros;N;Para negociação;;;;;;373178.68;;2025-03-31;;Valores a Pagar;;;;;;;;;;;
CLASSES - FIDC;12.660.458/0001-56;FC4 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-12-31;882058;-502852.09;Valores a receber;Outros;N;Para negociação;;;;;;1715.50;;2025-03-31;;Valores a Receber;;;;;;;;;;;
CLASSES - FIDC;12.660.458/0001-56;FC4 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-12-31;882058;-502852.09;Outras operações passivas e exigibilidades;Outros;N;Para negociação;;;;;;131388.91;;2025-03-31;;FM1 FIM;;PJ;11902354000148;FM1 FIDC RESP LTDA;;;;;;;
CLASSES - FIDC;12.660.462/0001-14;FC3 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA;2024-12-31;882057;-614821.10;Disponibilidades;Outros;N;Para negociação;;;;;;0.00;;2025-03-31;;Disponibilidade;;;;;;;;;;;
CLASSES - FIDC;12.660.462/0001-14;FC3 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA;2024-12-31;882057;-614821.10;Valores a pagar;Outros;N;Para negociação;;;;;;440005.40;;2025-03-31;;Valores a Pagar;;;;;;;;;;;
