TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
FI;07.046.169/0001-21;ASCESE FUNDO DE INVESTIMENTOS EM AÇÕES;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;4404672.96;;2023-05-29;Outros;999 X 999
FI;07.364.774/0001-40;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO VIENA;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;345133.26;;2023-05-29;SDL;DI1 X IAP
FI;07.664.177/0001-31;FUNDO DE INVESTIMENTO CAIXA MASTER ESTRATEGICO MULTIMERCADO LONGO PRAZO;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;233931.88;;;Outros;999 X 999
FI;07.664.177/0001-31;FUNDO DE INVESTIMENTO CAIXA MASTER ESTRATEGICO MULTIMERCADO LONGO PRAZO;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;27340.95;;;Outros;999 X 999
FI;08.757.704/0001-15;BRAM H FUNDO DE INVESTIMENTO RENDA FIXA RENO;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;737747.04;;;SDL;DI1 X IAP
FI;08.757.704/0001-15;BRAM H FUNDO DE INVESTIMENTO RENDA FIXA RENO;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;21881826.53;;;SDL;DI1 X IAP
FI;08.771.962/0001-56;OITI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;145722201.62;;;SCP;DOL X PRE
FI;08.771.962/0001-56;OITI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;70488248.58;;;SEP;REU X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;323699632.32;;2023-05-29;SEP;REU X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;385839029.87;;2023-05-29;Outros;999 X 999
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;371049066.26;;2023-05-29;SDC;DI1 X DOL
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;27171789.01;;2023-05-29;SCE;DOL X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1673053.84;;2023-05-29;SDE;DI1 X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;14031245.23;;2023-05-29;SDP;DI1 X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;61374977.49;;2023-05-29;SDL;DI1 X IAP
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;646794832.68;;2023-05-29;SCP;DOL X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;209198.69;;2023-05-29;SCE;DOL X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;543134677.53;;2023-05-29;Outros;999 X 999
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;790508156.73;;2023-05-29;SDC;DI1 X DOL
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;206105559.45;;2023-05-29;SDE;DI1 X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;986332774.46;;2023-05-29;SDP;DI1 X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;352606717.95;;2023-05-29;SEP;REU X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;278579683.48;;2023-05-29;SCP;DOL X PRE
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;18031872.70;;;SDP;DI1 X PRE
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;9806702.46;;;SDL;DI1 X IAP
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;30620300.88;;;SDP;DI1 X PRE
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;29739530.67;;;SDL;DI1 X IAP
FI;09.241.756/0001-05;BRAM H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO VOLGA;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;46629211.56;;;SDL;DI1 X IAP
FI;09.241.756/0001-05;BRAM H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO VOLGA;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;22956985.33;;;SDL;DI1 X IAP
FI;09.522.470/0001-90;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO PREÇOS;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2503093.77;;;SDL;DI1 X IAP
FI;09.522.470/0001-90;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO PREÇOS;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;3481200.09;;;SDL;DI1 X IAP
FI;09.523.207/0001-15;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO TEJO;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1652335.84;;;SDL;DI1 X IAP
FI;09.523.207/0001-15;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO TEJO;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;471358.19;;;SDL;DI1 X IAP
FI;09.577.034/0001-18;CAIEIRAS FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;78157534.40;;;SDP;DI1 X PRE
FI;09.577.034/0001-18;CAIEIRAS FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1447920.98;;;SDP;DI1 X PRE
FI;09.601.190/0001-77;ÓRAMA OURO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3897357.93;;2023-05-29;Outros;999 X 999
FI;09.720.523/0001-87;BB PREV MULTI II FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;26461714.83;;;SDM;DI1 X IGM
FI;09.720.523/0001-87;BB PREV MULTI II FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;6213399.53;;;SFD;IPC X DI1
FI;11.077.957/0001-52;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO ZAMARADI - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;3189.77;;2023-05-29;Outros;999 X 999
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;532780816.08;;;Outros;999 X 999
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;425297668.13;;;SDC;DI1 X DOL
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;205727001.46;;;SDL;DI1 X IAP
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;660362141.09;;;SDP;DI1 X PRE
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;442573274.65;;;SCP;DOL X PRE
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1090000971.04;;;SDC;DI1 X DOL
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;375475666.23;;;SDL;DI1 X IAP
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;117521708.14;;;Outros;999 X 999
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;456930472.76;;;SDP;DI1 X PRE
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;75654545.60;;;SCP;DOL X PRE
FI;12.083.748/0001-84;KAPITALO MASTER II FUNDO DE INVESTIMENTO MULTIMERCADO;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;509005.40;;;SCP;DOL X PRE
FI;12.083.748/0001-84;KAPITALO MASTER II FUNDO DE INVESTIMENTO MULTIMERCADO;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;6612287.34;;;SCP;DOL X PRE
FI;12.610.561/0001-91;TOTAL FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR - CRÉDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;72900046.99;;2023-05-29;SDL;DI1 X IAP
FI;12.610.561/0001-91;TOTAL FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR - CRÉDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;87253912.55;;2023-05-29;SDL;DI1 X IAP
FI;12.610.561/0001-91;TOTAL FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR - CRÉDITO PRIVADO;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;6405431.06;;2023-05-29;SDC;DI1 X DOL
FI;13.397.713/0001-82;CASTELNUOVO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;455.68;;2023-05-29;Outros;999 X 999
FI;13.397.802/0001-29;VINCI PORTIFÓLIO 10 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;911.36;;2023-05-29;Outros;999 X 999
FI;13.402.179/0001-55;VINCI ALDEBARAN FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;3189.77;;2023-05-29;Outros;999 X 999
FI;14.239.657/0001-10;FUNDO DE INVESTIMENTO CAIXA MASTER CAPITAL PROTEGIDO IBOVESPA CICLICO I MULTIMERCADO;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3593778.91;;;SDP;DI1 X PRE
FI;15.037.582/0001-58;BB PREV PUBLICO RF FUNDO DE INVESTIMENTO RENDA FIXA;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;74654041.52;;;SDM;DI1 X IGM
FI;15.037.582/0001-58;BB PREV PUBLICO RF FUNDO DE INVESTIMENTO RENDA FIXA;2023-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2096524.72;;;SFD;IPC X DI1
FI;15.037.582/0001-58;BB PREV PUBLICO RF FUNDO DE INVESTIMENTO RENDA FIXA;2023-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;12139096.69;;;SFD;IPC X DI1
