TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
CLASSES - FIF;00.832.435/0001-00;ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;2560.000000;2627424.12;;2025-08-30;PJ;15.139.629/0001-94;CIA ELETRICIDADE ESTADO BAHIA;2027-06-20;S;DI1;DI de um dia;100.000000;1.390000;;S;N;
CLASSES - FIF;00.832.435/0001-00;ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1829.000000;1878993.13;;2025-08-30;PJ;10.835.932/0001-08;COMPANHIA ENERGETICA DE PERNAMBUCO;2027-06-20;S;DI1;DI de um dia;100.000000;1.390000;;S;N;
CLASSES - FIF;00.832.435/0001-00;ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1.000000;3971712.41;;2025-08-30;PJ;02.328.280/0001-97;Elektro Eletricidade e Serviços S/A;2026-08-30;S;DI1;DI de um dia;100.000000;1.580000;;S;N;
CLASSES - FIF;00.832.435/0001-00;ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;3657.000000;3781448.43;;2025-08-30;PJ;10.835.932/0001-08;COMPANHIA ENERGETICA DE PERNAMBUCO;2029-06-20;S;DI1;DI de um dia;100.000000;1.540000;;S;N;
CLASSES - FIF;00.852.311/0001-89;BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;40000.000000;41170799.28;;;PJ;61.856.571/0001-17;CIA GAS SAO PAULO COMGAS;2028-05-15;S;DI1;DI de um dia;100.000000;0.450000;;S;N;
CLASSES - FIF;00.852.311/0001-89;BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;68000.000000;68315216.37;;;PJ;04.368.898/0001-06;COPEL DISTRIBUICAO SA;2030-07-15;S;DI1;DI de um dia;100.000000;0.430000;;S;N;
CLASSES - FIF;00.852.311/0001-89;BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;62000.000000;62506799.04;;;PJ;02.302.100/0001-06;EDP SAO PAULO DISTRIBUIDORA ENERGIA S.A.;2030-06-23;S;DI1;DI de um dia;100.000000;0.470000;;S;N;
CLASSES - FIF;00.852.311/0001-89;BB TOP DI RENDA FIXA REFERENCIADO DI LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;95000.000000;96094194.41;;;PJ;28.152.650/0001-71;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.;2030-06-11;S;DI1;DI de um dia;100.000000;0.500000;;S;N;
CLASSES - FIF;00.974.902/0001-29;BOLT PREV FI FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;785.000000;786869.18;;;PJ;89.086.144/0011-98;RANDON SA IMPLEMENTOS PARTICIPACOES;2032-07-25;S;DI1;DI de um dia;100.000000;1.122640;;S;N;
CLASSES - FIF;00.974.902/0001-29;BOLT PREV FI FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;600.000000;605215.83;;;PJ;02.600.854/0001-34;TIM BRASIL SERVIÃ+OS E PARTICIPAÃ+Ã;2032-07-23;S;DI1;DI de um dia;100.000000;0.866976;;S;N;
CLASSES - FIF;00.974.902/0001-29;BOLT PREV FI FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;724.000000;726587.43;;;PJ;16.676.520/0001-59;Hospital Mater Dei SA;2032-07-18;S;DI1;DI de um dia;100.000000;1.148641;;S;N;
CLASSES - FIF;00.974.902/0001-29;BOLT PREV FI FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;1457.000000;1449898.67;;;PJ;02.451.848/0001-62;CONCESSIONARIA SO SIST ANHANGUERA B;2032-07-15;S;DI1;DI de um dia;100.000000;0.680756;;S;N;
CLASSES - FIF;00.974.902/0001-29;BOLT PREV FI FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;1200.000000;1209020.81;;;PJ;02.600.854/0001-34;TIM BRASIL SERVIÃ+OS E PARTICIPAÃ+Ã;2030-07-23;S;DI1;DI de um dia;100.000000;0.715848;;S;N;
CLASSES - FIF;00.974.902/0001-29;BOLT PREV FI FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;801.000000;798672.04;;;PJ;59.546.515/0001-34;FISIA COMERCIO DE PRODUTOS ESPORTIV;2030-07-15;S;DI1;DI de um dia;100.000000;1.073415;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;20797.000000;20710976.60;;2025-10-29;PJ;00.954.394/0001-17;Vulcabras Ce Calcados e Artigos Esp;2030-07-15;S;DI1;DI de um dia;100.000000;0.600000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;760.000000;763544.90;;2025-10-29;PJ;76.483.817/0001-20;CIA PARANAENSE DE ENERGIA;2032-07-15;S;DI1;DI de um dia;100.000000;0.580000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;17190.000000;17249805.32;;2025-10-29;PJ;02.600.854/0001-34;TIM BRASIL SERVIÇOS;2030-07-23;S;DI1;DI de um dia;100.000000;0.700000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;15159.000000;15212278.43;;2025-10-29;PJ;02.600.854/0001-34;TIM BRASIL SERVIÇOS;2032-07-23;S;DI1;DI de um dia;100.000000;0.850000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;2279.000000;2289566.88;;2025-10-29;PJ;76.483.817/0001-20;CIA PARANAENSE DE ENERGIA;2030-07-15;S;DI1;DI de um dia;100.000000;0.430000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;13437.000000;13469206.41;;2025-10-29;PJ;16.670.085/0001-55;LOCALIZA RENT A CAR S/A;2031-07-17;S;DI1;DI de um dia;100.000000;1.200000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;6085.000000;6117757.00;;2025-10-29;PJ;33.958.695/0001-78;UNIPAR UNIÃO IND PETROQUÍMICAS S/A;2032-07-18;S;DI1;DI de um dia;100.000000;1.150000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;4614.000000;4666419.21;;2025-10-29;PJ;03.342.704/0001-30;PETRORECONCAVO S/A;2032-07-04;S;DI1;DI de um dia;100.000000;1.100000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Debêntures;Debênture simples;N;Para negociação;;;;;2369.000000;2357453.68;;2025-10-29;PJ;02.451.848/0001-62;CONC.SIST.RODOV.ANHANGUERA-BANDEIR.;2032-07-15;S;DI1;DI de um dia;100.000000;0.500000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;20936.000000;21179078.50;;2025-10-29;PJ;15.483.161/0001-50;ALSOL ENERGIAS RENOVAVEIS S/A;2027-06-23;S;DI1;DI de um dia;100.000000;0.570000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;9711.000000;10079921.64;;2025-10-29;PJ;22.610.500/0001-88;VORTX DTVM LTDA;2027-04-17;S;DI1;DI de um dia;100.000000;0.950000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1430.000000;727543.83;;2025-10-29;PJ;15.413.826/0001-50;EMP. ENERG. DE MATO GROSSO DO SUL;2026-07-11;S;DI1;DI de um dia;100.000000;1.550000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;8852.000000;9323430.61;;;PJ;08.467.115/0001-00;CIA ESTADUAL DE DISTRIBUIÇÃO DE ENE;2027-10-14;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;5117.000000;5400828.34;;2025-10-29;PJ;27.317.702/0001-50;SPIC BRASIL ENERGIA PARTICIPACOES;2026-03-30;S;DI1;DI de um dia;100.000000;2.200000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;22488.000000;23291026.49;;2025-10-29;PJ;03.221.095/0001-61;HOTEL MARCO INTERNACIONAL SA;2030-04-30;S;DI1;DI de um dia;100.000000;1.900000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;9.000000;9657007.53;;2025-10-29;PJ;02.328.280/0001-97;Elektro Eletricidade e Serviços S/A;2025-08-30;S;DI1;DI de um dia;100.000000;1.580000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;7727.000000;8025513.50;;2025-10-29;PJ;90.852.914/0001-73;MASTER SISTEMAS AUTOMOTIVOS LTDA;2031-10-23;S;DI1;DI de um dia;100.000000;1.160000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;11180.000000;11858970.84;;2025-10-29;PJ;97.837.181/0001-47;DURATEX S.A.;2028-03-30;S;DI1;DI de um dia;100.000000;1.705500;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;4433.000000;2260486.10;;2025-10-29;PJ;19.527.639/0001-58;ENERGISA MINAS GERAIS DISTRIBUIDORA;2026-07-06;S;DI1;DI de um dia;100.000000;1.550000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;7326.000000;7617162.81;;2025-10-29;PJ;33.603.457/0001-40;BCO RODOBENS SA;2027-04-17;S;DI1;DI de um dia;100.000000;0.950000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;25365.000000;25560511.61;;2025-10-29;PJ;23.514.652/0001-40;UTE GNA II GERACAO DE ENERGIA S;2025-11-12;S;DI1;DI de um dia;100.000000;1.000000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;17649.000000;8999620.84;;2025-10-29;PJ;07.282.377/0001-20;ENERGISA SUL-SUDESTE - DISTRIBUIDOR;2026-07-06;S;DI1;DI de um dia;100.000000;1.550000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;9276.000000;10386059.11;;2025-10-29;PJ;28.042.871/0001-97;GESTORA DE INTE;2027-09-30;S;DI1;DI de um dia;100.000000;1.450000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;17669.000000;6370078.12;;2025-10-29;PJ;44.292.862/0001-00;EQUATORIAL PARTICIPACOES E INVESTIM;2026-01-10;S;DI1;DI de um dia;100.000000;0.650000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;2802.000000;1457423.23;;2025-10-29;PJ;10.753.164/0001-43;ECO SECURITIZADORA D C AGRONEGOCIO;2027-12-15;S;OUT;OUTROS;100.000000;2.950000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;5066.000000;2949977.28;;2025-10-29;PJ;10.753.164/0001-43;ECO SECURITIZADORA D C AGRONEGOCIO;2027-08-18;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;6.196800;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;24286.000000;25259795.98;;2025-10-29;PJ;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;2032-11-24;S;OUT;OUTROS;100.000000;1.100000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;1193.000000;623657.86;;2025-10-29;PJ;10.753.164/0001-43;ECO SECURITIZADORA D C AGRONEGOCIO;2027-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.302300;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-07-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;5058.000000;5183428.13;;2025-10-29;PJ;10.753.164/0001-43;ECO SECURITIZADORA D C AGRONEGOCIO;2029-06-15;S;OUT;OUTROS;104.000000;0.000000;;S;N;
