TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
CLASSES - FIAGRO;44.302.001/0001-66;CULTTIVO CRÉDITO AGRÍCOLA FIAGRO - DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2026-03-31;1192410;Disponibilidades;;;11947;;2026-06-29
CLASSES - FIAGRO;44.302.001/0001-66;CULTTIVO CRÉDITO AGRÍCOLA FIAGRO - DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2026-03-31;1192410;Outras aplicações;0;1960000;193316750;;2026-06-29
CLASSES - FIAGRO;44.302.001/0001-66;CULTTIVO CRÉDITO AGRÍCOLA FIAGRO - DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2026-03-31;1192410;Títulos de Crédito Privado;;;803042;;2026-06-29
CLASSES - FIAGRO;44.302.001/0001-66;CULTTIVO CRÉDITO AGRÍCOLA FIAGRO - DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2026-03-31;1192410;Títulos ligados ao agronegócio;;;13765020;;2026-06-29
CLASSES - FIAGRO;44.302.001/0001-66;CULTTIVO CRÉDITO AGRÍCOLA FIAGRO - DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2026-03-31;1192410;Valores a pagar;;;10431427;;2026-06-29
CLASSES - FIAGRO;44.302.001/0001-66;CULTTIVO CRÉDITO AGRÍCOLA FIAGRO - DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2026-03-31;1192410;Valores a receber;;;582233;;2026-06-29
CLASSES - FIAGRO;47.846.916/0001-20;FIAGRO SINAI PRIME FUNDO DE INVESTIMENTO IMOBILIÁRIO DE CLASSE ÚNICA;2026-03-31;1199130;Cotas de Fundos;0;0;571327;;2026-06-29
CLASSES - FIAGRO;47.846.916/0001-20;FIAGRO SINAI PRIME FUNDO DE INVESTIMENTO IMOBILIÁRIO DE CLASSE ÚNICA;2026-03-31;1199130;Disponibilidades;;;0;;2026-06-29
CLASSES - FIAGRO;47.846.916/0001-20;FIAGRO SINAI PRIME FUNDO DE INVESTIMENTO IMOBILIÁRIO DE CLASSE ÚNICA;2026-03-31;1199130;Outras aplicações;;;821;;2026-06-29
CLASSES - FIAGRO;47.846.916/0001-20;FIAGRO SINAI PRIME FUNDO DE INVESTIMENTO IMOBILIÁRIO DE CLASSE ÚNICA;2026-03-31;1199130;Títulos ligados ao agronegócio;;;7414778;;2026-06-29
CLASSES - FIAGRO;47.846.916/0001-20;FIAGRO SINAI PRIME FUNDO DE INVESTIMENTO IMOBILIÁRIO DE CLASSE ÚNICA;2026-03-31;1199130;Valores a pagar;;;58090;;2026-06-29
CLASSES - FIAGRO;47.846.916/0001-20;FIAGRO SINAI PRIME FUNDO DE INVESTIMENTO IMOBILIÁRIO DE CLASSE ÚNICA;2026-03-31;1199130;Valores a receber;;;510;;2026-06-29
CLASSES - FIAGRO;47.936.340/0001-92;FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS OPEA AGRO INSUMOS RESPONSABILIDADE LIMI;2026-03-31;1192382;Cotas de Fundos;;;128114204;;2026-06-29
CLASSES - FIAGRO;47.936.340/0001-92;FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS OPEA AGRO INSUMOS RESPONSABILIDADE LIMI;2026-03-31;1192382;DIFERENCIAL DE SWAP A PAGAR;;;1119179;;2026-06-29
CLASSES - FIAGRO;47.936.340/0001-92;FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS OPEA AGRO INSUMOS RESPONSABILIDADE LIMI;2026-03-31;1192382;DIFERENCIAL DE SWAP A RECEBER;;;10379;;2026-06-29
CLASSES - FIAGRO;47.936.340/0001-92;FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS OPEA AGRO INSUMOS RESPONSABILIDADE LIMI;2026-03-31;1192382;Disponibilidades;;;5913008;;2026-06-29
CLASSES - FIAGRO;47.936.340/0001-92;FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS OPEA AGRO INSUMOS RESPONSABILIDADE LIMI;2026-03-31;1192382;Outras aplicações;0;0;-13516230;;2026-06-29
CLASSES - FIAGRO;47.936.340/0001-92;FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS OPEA AGRO INSUMOS RESPONSABILIDADE LIMI;2026-03-31;1192382;Valores a pagar;;;107207506;;2026-06-29
CLASSES - FIAGRO;47.936.340/0001-92;FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS OPEA AGRO INSUMOS RESPONSABILIDADE LIMI;2026-03-31;1192382;Valores a receber;;;80042;;2026-06-29
CLASSES - FIAGRO;48.946.335/0001-23;NAGRO OIKOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - DIREITOS CREDITÓRIOS;2026-03-31;1192381;Cotas de Fundos;;;1485407;;2026-06-29
CLASSES - FIAGRO;48.946.335/0001-23;NAGRO OIKOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - DIREITOS CREDITÓRIOS;2026-03-31;1192381;Outras aplicações;3000000;7260856;82313246;;2026-06-29
CLASSES - FIAGRO;48.946.335/0001-23;NAGRO OIKOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - DIREITOS CREDITÓRIOS;2026-03-31;1192381;Outros valores mobiliários registrados na CVM objeto de oferta pública;0;0;2835007;;2026-06-29
CLASSES - FIAGRO;48.946.335/0001-23;NAGRO OIKOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - DIREITOS CREDITÓRIOS;2026-03-31;1192381;Títulos ligados ao agronegócio;;;11442029;;2026-06-29
CLASSES - FIAGRO;48.946.335/0001-23;NAGRO OIKOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - DIREITOS CREDITÓRIOS;2026-03-31;1192381;Valores a pagar;;;26454004;;2026-06-29
CLASSES - FIAGRO;48.946.335/0001-23;NAGRO OIKOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - DIREITOS CREDITÓRIOS;2026-03-31;1192381;Valores a receber;;;5124273;;2026-06-29
CLASSES - FIAGRO;50.089.559/0001-08;AGRICONNECTION FIAGRO - DIREITOS CREDITÓRIOS;2026-03-31;1199126;Cotas de Fundos;0;0;5921692;;2026-06-29
CLASSES - FIAGRO;50.089.559/0001-08;AGRICONNECTION FIAGRO - DIREITOS CREDITÓRIOS;2026-03-31;1199126;Disponibilidades;;;363;;2026-06-29
CLASSES - FIAGRO;50.089.559/0001-08;AGRICONNECTION FIAGRO - DIREITOS CREDITÓRIOS;2026-03-31;1199126;Outras aplicações;;;234013;;2026-06-29
CLASSES - FIAGRO;50.089.559/0001-08;AGRICONNECTION FIAGRO - DIREITOS CREDITÓRIOS;2026-03-31;1199126;Títulos Públicos;0;0;205767;;2026-06-29
CLASSES - FIAGRO;50.089.559/0001-08;AGRICONNECTION FIAGRO - DIREITOS CREDITÓRIOS;2026-03-31;1199126;Valores a pagar;;;76762;;2026-06-29
CLASSES - FIAGRO;50.089.559/0001-08;AGRICONNECTION FIAGRO - DIREITOS CREDITÓRIOS;2026-03-31;1199126;Valores a receber;;;170337666;;2026-06-29
CLASSES - FIAGRO;50.749.446/0001-91;CAETÊ FIAGRO - FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2026-03-31;1192413;Cotas de Fundos;;;143552;;2026-06-29
CLASSES - FIAGRO;50.749.446/0001-91;CAETÊ FIAGRO - FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2026-03-31;1192413;Outras aplicações;0;548893;-1;;2026-06-29
CLASSES - FIAGRO;50.749.446/0001-91;CAETÊ FIAGRO - FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2026-03-31;1192413;Valores a pagar;;;66070;;2026-06-29
CLASSES - FIAGRO;50.749.446/0001-91;CAETÊ FIAGRO - FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2026-03-31;1192413;Valores a receber;;;30320936;;2026-06-29
CLASSES - FIAGRO;50.860.854/0001-16;THRÉPSI FIAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2026-03-31;1179238;Cotas de Fundos;;;1060464;;2026-06-29
CLASSES - FIAGRO;50.860.854/0001-16;THRÉPSI FIAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2026-03-31;1179238;Disponibilidades;;;4741614;;2026-06-29
CLASSES - FIAGRO;50.860.854/0001-16;THRÉPSI FIAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2026-03-31;1179238;Títulos ligados ao agronegócio;;;18502930;;2026-06-29
CLASSES - FIAGRO;50.860.854/0001-16;THRÉPSI FIAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2026-03-31;1179238;Valores a pagar;;;162476;;2026-06-29
CLASSES - FIAGRO;50.860.854/0001-16;THRÉPSI FIAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2026-03-31;1179238;Valores a receber;;;61;;2026-06-29
CLASSES - FIAGRO;51.707.901/0001-59;BAVIERA PURA ORIGEM FIAGRO - RESPONSABILIDADE LIMITADA;2026-03-31;1199128;Cotas de Fundos;0;0;2630935;;2026-06-29
CLASSES - FIAGRO;51.707.901/0001-59;BAVIERA PURA ORIGEM FIAGRO - RESPONSABILIDADE LIMITADA;2026-03-31;1199128;Disponibilidades;;;208003;;2026-06-29
CLASSES - FIAGRO;51.707.901/0001-59;BAVIERA PURA ORIGEM FIAGRO - RESPONSABILIDADE LIMITADA;2026-03-31;1199128;Outras aplicações;;;2438083;;2026-06-29
CLASSES - FIAGRO;51.707.901/0001-59;BAVIERA PURA ORIGEM FIAGRO - RESPONSABILIDADE LIMITADA;2026-03-31;1199128;Valores a pagar;;;112118;;2026-06-29
CLASSES - FIAGRO;51.707.901/0001-59;BAVIERA PURA ORIGEM FIAGRO - RESPONSABILIDADE LIMITADA;2026-03-31;1199128;Valores a receber;;;49901197;;2026-06-29
CLASSES - FIAGRO;52.286.115/0001-98;AGROGALAXY FORNECEDORES FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO DC - RESP LIMITADA;2026-03-31;1192502;Cotas de Fundos;;;3026478;;2026-06-29
CLASSES - FIAGRO;52.286.115/0001-98;AGROGALAXY FORNECEDORES FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO DC - RESP LIMITADA;2026-03-31;1192502;Disponibilidades;;;152;;2026-06-29
CLASSES - FIAGRO;52.286.115/0001-98;AGROGALAXY FORNECEDORES FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO DC - RESP LIMITADA;2026-03-31;1192502;Outras aplicações;0;0;320124462;;2026-06-29
CLASSES - FIAGRO;52.286.115/0001-98;AGROGALAXY FORNECEDORES FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO DC - RESP LIMITADA;2026-03-31;1192502;Títulos de Crédito Privado;;;304160206;;2026-06-29
CLASSES - FIAGRO;52.286.115/0001-98;AGROGALAXY FORNECEDORES FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO DC - RESP LIMITADA;2026-03-31;1192502;Valores a pagar;;;530282924;;2026-06-29
CLASSES - FIAGRO;52.908.543/0001-05;FIAGRO OPEA BIOFINANCE - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2026-03-31;1192370;Ações;0;0;425146;;2026-06-29
CLASSES - FIAGRO;52.908.543/0001-05;FIAGRO OPEA BIOFINANCE - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2026-03-31;1192370;Cotas de Fundos;;;57796711;;2026-06-29
CLASSES - FIAGRO;52.908.543/0001-05;FIAGRO OPEA BIOFINANCE - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2026-03-31;1192370;Disponibilidades;;;82883;;2026-06-29
CLASSES - FIAGRO;52.908.543/0001-05;FIAGRO OPEA BIOFINANCE - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2026-03-31;1192370;Outras aplicações;0;0;146437362;;2026-06-29
CLASSES - FIAGRO;52.908.543/0001-05;FIAGRO OPEA BIOFINANCE - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2026-03-31;1192370;Valores a pagar;;;7345561;;2026-06-29
CLASSES - FIAGRO;52.908.543/0001-05;FIAGRO OPEA BIOFINANCE - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2026-03-31;1192370;Valores a receber;;;184256;;2026-06-29
CLASSES - FIAGRO;53.215.017/0001-22;MULTITÉCNICA FIAGRO RESPONSABILIDADE LIMITADA;2026-03-31;1199153;Cotas de Fundos;0;0;56977415;;2026-06-29
CLASSES - FIAGRO;53.215.017/0001-22;MULTITÉCNICA FIAGRO RESPONSABILIDADE LIMITADA;2026-03-31;1199153;Disponibilidades;;;0;;2026-06-29
CLASSES - FIAGRO;53.215.017/0001-22;MULTITÉCNICA FIAGRO RESPONSABILIDADE LIMITADA;2026-03-31;1199153;Títulos ligados ao agronegócio;;;75207015;;2026-06-29
CLASSES - FIAGRO;53.215.017/0001-22;MULTITÉCNICA FIAGRO RESPONSABILIDADE LIMITADA;2026-03-31;1199153;Valores a pagar;;;204812;;2026-06-29
CLASSES - FIAGRO;53.215.017/0001-22;MULTITÉCNICA FIAGRO RESPONSABILIDADE LIMITADA;2026-03-31;1199153;Valores a receber;;;29898193;;2026-06-29
CLASSES - FIAGRO;53.313.475/0001-02;SUNO FAZENDAS FIAGRO - IMOBILIÁRIO;2026-03-31;1199138;Cotas de Fundos;0;0;951143;;2026-06-29
CLASSES - FIAGRO;53.313.475/0001-02;SUNO FAZENDAS FIAGRO - IMOBILIÁRIO;2026-03-31;1199138;Disponibilidades;;;5000;;2026-06-29
CLASSES - FIAGRO;53.313.475/0001-02;SUNO FAZENDAS FIAGRO - IMOBILIÁRIO;2026-03-31;1199138;Obrigações por compra a termo a pagar;;;51657376;;2026-06-29
CLASSES - FIAGRO;53.313.475/0001-02;SUNO FAZENDAS FIAGRO - IMOBILIÁRIO;2026-03-31;1199138;Outras aplicações;;;90051831;;2026-06-29
CLASSES - FIAGRO;53.313.475/0001-02;SUNO FAZENDAS FIAGRO - IMOBILIÁRIO;2026-03-31;1199138;Títulos ligados ao agronegócio;;;81230105;;2026-06-29
CLASSES - FIAGRO;53.313.475/0001-02;SUNO FAZENDAS FIAGRO - IMOBILIÁRIO;2026-03-31;1199138;Valores a pagar;;;1367253;;2026-06-29
CLASSES - FIAGRO;53.313.475/0001-02;SUNO FAZENDAS FIAGRO - IMOBILIÁRIO;2026-03-31;1199138;Valores a receber;;;134176;;2026-06-29
CLASSES - FIAGRO;53.560.992/0001-78;NOOA FIAGRO RESPONSABILIDADE LIMITADA;2026-03-31;1199133;Cotas de Fundos;0;0;1327149;;2026-06-29
CLASSES - FIAGRO;53.560.992/0001-78;NOOA FIAGRO RESPONSABILIDADE LIMITADA;2026-03-31;1199133;Disponibilidades;;;2000;;2026-06-29
CLASSES - FIAGRO;53.560.992/0001-78;NOOA FIAGRO RESPONSABILIDADE LIMITADA;2026-03-31;1199133;Outras aplicações;;;6184141;;2026-06-29
CLASSES - FIAGRO;53.560.992/0001-78;NOOA FIAGRO RESPONSABILIDADE LIMITADA;2026-03-31;1199133;Valores a pagar;;;65775;;2026-06-29
CLASSES - FIAGRO;53.560.992/0001-78;NOOA FIAGRO RESPONSABILIDADE LIMITADA;2026-03-31;1199133;Valores a receber;;;44897861;;2026-06-29
CLASSES - FIAGRO;55.476.342/0001-74;LAVORO AGRO II FIDC DAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DIREITOS CREDITÓRIOS RESP LTDA;2026-03-31;1192182;Disponibilidades;;;3393478;;2026-06-29
CLASSES - FIAGRO;55.476.342/0001-74;LAVORO AGRO II FIDC DAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DIREITOS CREDITÓRIOS RESP LTDA;2026-03-31;1192182;Outras aplicações;0;0;107939886;;2026-06-29
CLASSES - FIAGRO;55.476.342/0001-74;LAVORO AGRO II FIDC DAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DIREITOS CREDITÓRIOS RESP LTDA;2026-03-31;1192182;Valores a pagar;;;113778934;;2026-06-29
