TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
FI;25.306.715/0001-06;ZELDA FIF CIC MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2024-01-31;90911996.53
FI;25.306.722/0001-08;DIAMOND BACK FIF CIC MULTIMERCADO CRED PRIV - RESPONSABILIDADE LIMITADA;2024-01-31;90915127.48
FI;25.306.735/0001-79;ALOCAÇÃO AÇÕES PHOENIX FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2024-01-31;16094027.83
FI;25.306.746/0001-59;SÃO LAZARO FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INV EM COTAS MULT CRÉD PRIV - RESP LIMITADA;2024-01-31;48061588.89
FI;25.306.756/0001-94;ITAÚ PRIVATE AÇÕES IBRX ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2024-01-31;215623538.27
FI;25.306.761/0001-05;VIVERT FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-01-31;96402220.64
FI;25.306.783/0001-67;TRUXT MACRO SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-01-31;98384281.52
FI;25.306.800/0001-66;TRUXT VALOR SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2024-01-31;71772480.15
FI;25.307.052/0001-36;G5 CRPR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-01-31;193822458.15
FI;25.307.072/0001-07;HUBBLE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;12649555.59
FI;25.307.212/0001-47;CSHG ALLOCATION VELT 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2024-01-31;15067025.49
FI;25.307.278/0001-37;GAUSS ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2024-01-31;367976568.36
FI;25.307.288/0001-72;VERDE AM I60 P FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-01-31;110329323.68
FI;25.307.305/0001-71;CSHG NABILEQUE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;2024-01-31;69138956.65
FI;25.307.339/0001-66;CSHG MASTER IA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO;2024-01-31;629626892.70
FI;25.307.360/0001-61;CSHG 1735 FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-01-31;226338140.79
FI;25.307.379/0001-08;BLUE HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;11694702.70
FI;25.308.920/0001-00;CSHG LISINI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉD PRIV IE;2024-01-31;86318747.40
FI;25.308.946/0001-40;TORTUGA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;49798288.20
FI;25.316.471/0001-34;OABPREV RJ FUNDO DE INVESTIMENTOS MULTIMERCADO;2024-01-31;36809412.01
FI;25.316.479/0001-09;PORTAL FUNDO DE INVESTIMENTO MULTIMERCADO;2024-01-31;49361994.44
FI;25.328.802/0001-56;PRIMEX BRASIL V FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;53603306.02
FI;25.328.809/0001-78;RPS EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2024-01-31;141272129.69
FI;25.328.819/0001-03;FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO GIRASSOL INVESTIMENTO NO EXTERIOR;2024-01-31;21775648.17
FI;25.328.829/0001-49;EAGLE J3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;31092309.33
FI;25.333.509/0001-87;TF II FUNDO DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;8163670.24
FI;25.333.574/0001-02;FUNDO DE INVESTIMENTO MULTIMERCADO INTRA BLACK MULTIESTRATEGIA CREDITO PRIVADO;2024-01-31;9644714.56
FI;25.333.823/0001-60;SILVER LAKE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;202267225.84
FI;25.340.940/0001-50;ITAÚ FLEXPREV PRÉ FIXADO FIF DA CLASSE DE INVESTIMENTO EM COTAS RF RESP LIMITADA;2024-01-31;41406228.04
FI;25.340.953/0001-20;ITAÚ FLEXPREV PRÉ FIXADO ULTRA FIF CIC RF - RESP LIMITADA;2024-01-31;347081969.62
FI;25.340.960/0001-21;TFO SP518 CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2024-01-31;85936539.16
FI;25.340.968/0001-98;INDY FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;53238959.12
FI;25.340.981/0001-47;BREJAL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-01-31;22020839.30
FI;25.340.991/0001-82;SUGAR CANE 2 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉD PRIV - RESP LIMITADA;2024-01-31;516105921.97
FI;25.341.005/0001-09;CSHG BBK FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CREDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-01-31;31514783.86
FI;25.341.042/0001-17;MAYDER FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULT CRÉD PRIV - RESP LIMITADA;2024-01-31;21485075.69
FI;25.341.048/0001-94;ITAÚ FLEXPREV ESTRATÉGIA USD X CAD FUNDO DE INVESTIMENTO FINANCEIRO MULT - RESP LIMITADA;2024-01-31;16492659.79
FI;25.341.051/0001-08;ITAÚ FLEXPREV ESTRATÉGIA USD X AUD FIF MULT - RESP LIMITADA;2024-01-31;16460815.26
FI;25.341.064/0001-87;ITAÚ WEALTH MASTER RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESP LIMITADA;2024-01-31;27859359422.02
FI;25.341.072/0001-23;ITAÚ ESTRATÉGIA USD X AUD FUNDO DE INVESTIMENTO MULTIMERCADO;2024-01-31;11590695.42
FI;25.341.083/0001-03;ITAÚ FLEXPREV ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO FINANCEIRO MULT - RESP LIMITADA;2024-01-31;17227950.30
FI;25.341.095/0001-38;ITAÚ ESTRATÉGIA USD X EURO FUNDO DE INVESTIMENTO MULTIMERCADO;2024-01-31;11873365.80
FI;25.341.100/0001-02;ITAÚ ESTRATÉGIA USD X CAD FUNDO DE INVESTIMENTO MULTIMERCADO;2024-01-31;11714050.83
FI;25.357.060/0001-97;GOLDENEYE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-01-31;60992325.54
FI;25.381.770/0001-52;MARINO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;34516459.90
FI;25.381.822/0001-90;FUNDO DE INVESTIMENTO EM AÇÕES SOMMA MGLG;2024-01-31;44401839.56
FI;25.381.837/0001-59;PUNTA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;18243700.67
FI;25.381.867/0001-65;ROWAN FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;39544987.03
FI;25.381.875/0001-01;KAPITALO KALLETAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-01-31;85687901.19
FI;25.382.472/0001-87;ADAM MACRO PVT MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2024-01-31;2635726.18
FI;25.382.574/0001-00;ITAÚ FX STRATEGY MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2024-01-31;36685389.98
FI;25.382.586/0001-27;ADAM MACRO SELEÇÃO MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2024-01-31;3919241.15
FI;25.401.509/0001-77;BRAINVEST CORPORATE FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;102046220.25
FI;25.401.534/0001-50;FUNDO DE INVESTIMENTO MULTIMERCADO SPOK INVESTIMENTO NO EXTERIOR;2024-01-31;13198367.23
FI;25.401.546/0001-85;BNP PARIBAS CORAL FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO;2024-01-31;72201754.85
FI;25.401.595/0001-18;DUO HIX CAPITAL FUNDO DE INVESTIMENTO DE AÇÕES;2024-01-31;22310898.39
FI;25.422.714/0001-19;GÁVEA MACRO PVT FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULTIMERCADO RESPONSABILIDADE LIMITADA;2024-01-31;114419906.78
FI;25.423.006/0001-00;FUNDO DE INVESTIMENTO MULTIMERCADO MONDELLO;2024-01-31;779799763.02
FI;25.423.025/0001-29;TREVISO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;26068537.58
FI;25.423.031/0001-86;JPINV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2024-01-31;16300795.64
FI;25.423.042/0001-66;RENAISSANCE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;19553743.52
FI;25.423.049/0001-88;STATUS QUO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2024-01-31;11419258.54
FI;25.423.063/0001-81;ALOCC TNA BRAZIL BOND FEEDER II FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO IE;2024-01-31;4721748.05
FI;25.423.080/0001-19;ALOCC TNA BRAZIL BOND FEEDER I FIC DE FIM CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;21452744.20
FI;25.423.098/0001-10;ALOCC BRAZIL BOND FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO IE;2024-01-31;14085051.38
FI;25.423.108/0001-18;ON CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;8830231.28
FI;25.423.116/0001-64;SANTANDER PB ALM MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2024-01-31;33565130.74
FI;25.423.127/0001-44;ITABAIANA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;54571598.04
FI;25.423.135/0001-90;QUARTETO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;28184477.24
FI;25.423.162/0001-63;VICTORY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;19082667.73
FI;25.423.215/0001-46;SOLANA EQUITY HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2024-01-31;110988216.32
FI;25.423.226/0001-26;SOLANA EQUITY HEDGE FUNDO DE INVESTIMENTO MULTIMERCADO;2024-01-31;695521229.99
FI;25.423.249/0001-30;MARATHON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;28139214.59
FI;25.423.269/0001-01;KAPITALO PWM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-01-31;212033174.03
FI;25.423.279/0001-47;IHDF FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2024-01-31;5676602.48
FI;25.423.291/0001-51;FUNDO DE INVESTIMENTO EM AÇÕES SÃO CONRADO;2024-01-31;13207274.42
FI;25.423.301/0001-59;ICATU VANGUARDA BNY MELLON FUNDO DE INVESTIMENTO MULTIMERCADO;2024-01-31;22042872.08
FI;25.423.318/0001-06;STARLIT FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;13456850.88
FI;25.423.331/0001-65;SABUGOSA FUNDO DE INVESTIMENTO FINANCEIRO MULT CRED PRIV - RESP LIMITADA;2024-01-31;49577761.48
FI;25.423.964/0001-73;CATCO FIF CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;16604451.80
FI;25.424.133/0001-16;GATI QI MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2024-01-31;62010233.02
FI;25.447.424/0001-20;ROLAND GARROS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;2024-01-31;18729075.35
FI;25.530.044/0001-54;RPS EQUITY HEDGE D15 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-01-31;33523745.88
FI;25.530.058/0001-78;PLUS INVESTIMENTO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;22026617.86
FI;25.530.091/0001-06;ECLP FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;12109200.14
FI;25.681.181/0001-90;NIGHTSTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2024-01-31;16350415.99
FI;25.681.696/0001-90;TENDENCIA MATH MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2024-01-31;877791.69
FI;25.681.947/0001-36;SIDERIUS FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR;2024-01-31;808387113.19
FI;25.681.955/0001-82;ADAM ICATU PREVIDENCIÁRIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-01-31;556230751.34
FI;25.681.960/0001-95;CSHG VERDE AM PREVIDÊNCIA FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO;2024-01-31;16454161.06
FI;25.681.969/0001-04;CANVAS ICATU PREVIDÊNCIA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO;2024-01-31;41487421.75
FI;25.682.008/0001-06;MIP FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;125734672.77
FI;25.682.017/0001-05;VERDE AM MUNDI AÇÕES GLOBAIS MASTER FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES RESPONSABILIDADE LIMITADA;2024-01-31;111664414.88
FI;25.682.025/0001-43;GAUSS INCOME MASTER FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2024-01-31;50662470.91
FI;25.682.084/0001-11;CSHG ALLOCATION VERDE AM 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULT;2024-01-31;617390085.09
FI;25.682.100/0001-76;201016 FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO;2024-01-31;2997294457.78
FI;25.682.148/0001-84;AURORA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉD PRIV - RESP LIMITADA;2024-01-31;35722156.74
FI;25.682.163/0001-22;GÁVEA MACRO SELEÇÃO MULTIMERCADO FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESPONSABILIDADE LIMITADA;2024-01-31;1827410764.67
FI;25.970.250/0001-85;TORO BRAVO FUNDO DE INVESTIMENTO EM AÇÕES;2024-01-31;9112535.30
FI;25.987.643/0001-00;FUNDO DE INVESTIMENTO EM COTAS DE FI AMB JUROS E MOEDAS MULTIMERCADO - CRÉDITO PRIVADO;2024-01-31;27689827.92
FI;25.987.663/0001-72;FUNDO DE INVESTIMENTO ICATU SEG LEGACY CAMBIAL FIFE;2024-01-31;2370873.91
FI;25.987.689/0001-10;DOM QUIXOTE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;102837191.39
FI;25.987.700/0001-42;BV ICATU TOP GESTOR PREVIDÊNCIA MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO;2024-01-31;3376104.95
FI;25.999.961/0001-82;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO GUARDA ICATU PREV QUALIFICADO MULTIMERCADO;2024-01-31;26568025.07
FI;25.999.993/0001-88;FUNDO DE INVESTIMENTO EM COTAS DE FI CANINDÉ PREVIDENCIÁRIO MULTIMERCADO - CRÉDITO PRIVADO;2024-01-31;336368188.96
FI;26.000.010/0001-10;PINÁCULO MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2024-01-31;22343916.39
FI;26.089.666/0001-51;INTER SELECTION DEBENT INCENT FIC DE FUNDOS INCENT DE INVEST EM INFRAESTRUT RENDA FIXA CRED PRIV;2024-01-31;79904100.18
FI;26.094.770/0001-34;JPMORGAN GLOBAL MACRO OPPORTUNITIES FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR - RESP LIMITADA;2024-01-31;235204893.65
FI;26.094.788/0001-36;ESTANCIA I FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-01-31;39280256.82
FI;26.101.666/0001-20;OPPORTUNITY CAPITAL FUNDO DE INVESTIMENTO EM AÇÕES;2024-01-31;1797467497.31
FI;26.101.893/0001-55;CLAVE ALPHA MACRO S FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-01-31;19469979.89
FI;26.104.747/0001-83;BANESTES FIC DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO;2024-01-31;30067867.59
FI;26.111.809/0001-84;SAFRA FARADAY SPECIAL FIF CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA;2024-01-31;226971155.41
FI;26.112.022/0001-37;JPMORGAN GLOBAL INCOME FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR - RESP LIMITADA;2024-01-31;184638412.42
FI;26.112.046/0001-96;JPMORGAN GLOBAL INCOME FIC DE FUNDO DE INVESTIMENTO MULTIMERCADO INVEST NO EXTERIOR CLASSE A;2024-01-31;35156793.83
FI;26.123.764/0001-68;KAIRÓS FUNDO DE INVESTIMENTO EM AÇÕES - INVESTIMENTO NO EXTERIOR;2024-01-31;2580921225.27
FI;26.123.799/0001-05;DLY FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-01-31;31404093.20
FI;26.123.894/0001-09;PWM AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2024-01-31;88178997.36
FI;26.123.906/0001-97;SABESPREV BRASIL PLURAL SOBERANO RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO;2024-01-31;453880166.35
FI;26.123.940/0001-61;KUBERA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;25012829.79
FI;26.135.658/0001-02;TAMAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRED PRIV IE;2024-01-31;29790638.14
FI;26.135.667/0001-95;SAFRA PREV MULTI ESTRATÉGIA VIP M FUNDO DE INVESTIMENTO EM COTAS FI MULTIMERCADO PREVIDENCIÁRIO;2024-01-31;3983366.58
FI;26.135.680/0001-44;DA VINCI FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;17638908.37
FI;26.135.690/0001-80;MANAGER PMC INCOME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO IE;2024-01-31;27228796.63
FI;26.142.202/0001-61;BANDEIRANTES I FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2024-01-31;139643261.82
FI;26.142.222/0001-32;RSL FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;31002933.10
FI;26.142.614/0001-00;DAYCOVAL DEBÊNTURES INCENTIVADAS CRÉDITO PRIVADO FUNDO DE INVESTIMENTO MULTIMERCADO;2024-01-31;50425056.77
FI;26.142.798/0001-08;BB B5C FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-01-31;172782372.00
FI;26.142.839/0001-58;BB CRICA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LP RESPONSABILIDADE LIMITADA;2024-01-31;339245038.77
FI;26.142.982/0001-40;SANTANDER PB AVO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO;2024-01-31;711574291.66
FI;26.142.998/0001-52;190901 FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;1006915714.88
FI;26.143.025/0001-38;CSHG FLAMBOYANT FUNDO DE INVESTIMENTO EM COTAS DE FIF - MULTIMERCADO CRED PRIV RESP LIMITADA;2024-01-31;40247581.12
FI;26.143.039/0001-51;190902 FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;1008063981.76
FI;26.143.084/0001-06;XPA 1765 FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;3823715.72
FI;26.143.108/0001-27;PRADESH QUALIFICADO PREVIDENCIÁRIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;19657316.11
FI;26.143.135/0001-08;G5 POLARIS PREVIDENCIÁRIO ICATU QUALIFICADO FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;30822601.94
FI;26.143.147/0001-24;COSTA VERDE PREVIDÊNCIA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2024-01-31;21320475.60
FI;26.143.171/0001-63;CSHG PREVIDENCIÁRIO KAIZEN FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO;2024-01-31;31063437.61
FI;26.153.142/0001-82;BB IBIPEBA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-01-31;57213268.08
FI;26.154.076/0001-65;SAFRA MIX SPECIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-01-31;13977771.91
FI;26.154.129/0001-48;BV CASH RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO;2024-01-31;54119107.95
FI;26.154.145/0001-30;CITRINO EQUITY CYCLE FUNDO DE INVESTIMENTO EM AÇÕES;2024-01-31;80783031.09
FI;26.171.796/0001-39;RB CAPITAL MASTER FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2024-01-31;55771876.57
FI;26.171.840/0001-00;BRASIL PLURAL MASTER TFO  FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CREDIT PRIV;2024-01-31;148840562.92
FI;26.173.277/0001-00;FUNDO DE INVESTIMENTO LONGEVIDADE CAPEMISA RENDA FIXA- CRÉDITO PRIVADO;2024-01-31;26383948.01
FI;26.173.300/0001-66;EXPERTISE MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;57005867.15
FI;26.173.354/0001-21;URUS FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;27354306.91
FI;26.173.392/0001-84;BACK UP 2 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;26615624.54
FI;26.173.459/0001-80;VSEIS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-01-31;168726370.91
FI;26.173.473/0001-84;UNIFY FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;281024139.72
FI;26.179.360/0001-96;HIGH SAINT FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;41227641.84
FI;26.179.362/0001-85;CSHG ARIES FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-01-31;10048903.32
FI;26.179.364/0001-74;PHOENIX FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO;2024-01-31;538995714.95
FI;26.179.528/0001-63;XAVANTE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;2024-01-31;790917252.70
FI;26.179.544/0001-56;CAINGANGUE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;2024-01-31;152060989.34
FI;26.179.574/0001-62;190903 FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;1007660697.93
FI;26.179.585/0001-42;PRUDENS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;27589629.65
FI;26.179.592/0001-44;ANPES FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-01-31;133085895.60
FI;26.179.627/0001-45;VRB N FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-01-31;52371243.44
FI;26.179.640/0001-02;UNIVERSAL G FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-01-31;226164183.13
FI;26.179.670/0001-00;SPR FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-01-31;16431315.61
FI;26.179.685/0001-79;ITAU ALVORADA ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-01-31;96108455.30
FI;26.179.699/0001-92;TYPHOON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-01-31;79421302.42
