TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;5975497.28;;;SCP;DOL X PRE
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;2337301.69;;;SDC;DI1 X DOL
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;335576386.90;;;SEP;REU X PRE
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;330511717.53;;;Outros;999 X 999
FI;07.046.169/0001-21;ASCESE FUNDO DE INVESTIMENTOS EM AÇÕES;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;451746.65;;2024-07-29;Outros;999 X 999
FI;07.046.169/0001-21;ASCESE FUNDO DE INVESTIMENTOS EM AÇÕES;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;67935.80;;2024-07-29;Outros;999 X 999
FI;07.110.975/0001-11;OAK FUNDO DE INVESTIMENTO MULTIMERCADO;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1910732.87;;2024-04-30;SDC;DI1 X DOL
FI;07.110.975/0001-11;OAK FUNDO DE INVESTIMENTO MULTIMERCADO;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;123973074.48;;2024-04-30;Outros;999 X 999
FI;07.110.975/0001-11;OAK FUNDO DE INVESTIMENTO MULTIMERCADO;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;598100894.99;;2024-04-30;Outros;999 X 999
FI;07.364.774/0001-40;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO VIENA;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;353116.33;;2024-04-30;SDL;DI1 X IAP
FI;07.664.177/0001-31;FUNDO DE INVESTIMENTO CAIXA MASTER ESTRATEGICO MULTIMERCADO LONGO PRAZO;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;285919.24;;;Outros;999 X 999
FI;07.664.177/0001-31;FUNDO DE INVESTIMENTO CAIXA MASTER ESTRATEGICO MULTIMERCADO LONGO PRAZO;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;250824.09;;;Outros;999 X 999
FI;08.771.962/0001-56;OITI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;49456930.88;;;SCP;DOL X PRE
FI;08.771.962/0001-56;OITI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;33415757.28;;;SCE;DOL X REU
FI;08.771.962/0001-56;OITI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;138856692.36;;;SCE;DOL X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;467431206.91;;2024-04-30;SCP;DOL X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;386066380.97;;2024-04-30;SEP;REU X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;182069445.11;;2024-04-30;Outros;999 X 999
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;152385995.63;;2024-04-30;SDP;DI1 X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;167663970.40;;2024-04-30;SDC;DI1 X DOL
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4838682.15;;2024-04-30;SCE;DOL X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;506605.13;;2024-04-30;SDE;DI1 X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;75102465.06;;2024-04-30;SDL;DI1 X IAP
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;806538053.72;;2024-04-30;SDC;DI1 X DOL
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;300157575.20;;2024-04-30;SEP;REU X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;505754234.72;;2024-04-30;SCP;DOL X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;626428846.26;;2024-04-30;Outros;999 X 999
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;502637.56;;2024-04-30;SCE;DOL X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;95005653.58;;2024-04-30;SDP;DI1 X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;275877678.48;;2024-04-30;SDE;DI1 X REU
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;801260928.87;;2024-04-30;Outros;999 X 999
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;12231579.12;;2024-04-30;SCP;DOL X PRE
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1281854.78;;2024-04-30;SDL;DI1 X IAP
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;36639424.36;;2024-04-30;SDP;DI1 X PRE
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;53632046.17;;2024-04-30;Outros;999 X 999
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;5907055.38;;2024-04-30;SDL;DI1 X IAP
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;5634086.98;;2024-04-30;SCP;DOL X PRE
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1855513.66;;2024-04-30;SDC;DI1 X DOL
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;5962307.78;;2024-04-30;SDP;DI1 X PRE
FI;09.241.756/0001-05;BRAM H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO VOLGA;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;46679422.18;;;SDL;DI1 X IAP
FI;09.241.756/0001-05;BRAM H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO VOLGA;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;21843263.52;;;SDL;DI1 X IAP
FI;09.522.470/0001-90;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO PREÇOS;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2510199.91;;;SDL;DI1 X IAP
FI;09.522.470/0001-90;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO PREÇOS;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;3421924.60;;;SDL;DI1 X IAP
FI;09.523.207/0001-15;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO TEJO;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1657051.39;;;SDL;DI1 X IAP
FI;09.523.207/0001-15;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO TEJO;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;554935.90;;;SDL;DI1 X IAP
FI;09.577.034/0001-18;CAIEIRAS FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;12892340.82;;;SDP;DI1 X PRE
FI;09.577.034/0001-18;CAIEIRAS FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;121433132.78;;;SDC;DI1 X DOL
FI;09.577.034/0001-18;CAIEIRAS FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;54846449.40;;;SDP;DI1 X PRE
FI;09.601.190/0001-77;NIKOS OURO FUNDO DE INVESTIMENTO MULTIMERCADO;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;982631.75;;;Outros;999 X 999
FI;09.720.523/0001-87;BB PREV MULTI II FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;84836995.79;;;SDM;DI1 X IGM
FI;09.720.523/0001-87;BB PREV MULTI II FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;30971529.80;;;SFD;IPC X DI1
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;49261423.15;;;SDC;DI1 X DOL
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;459035200.13;;;SDP;DI1 X PRE
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;211565981.37;;;SDL;DI1 X IAP
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;319357650.60;;;SCP;DOL X PRE
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;409273107.60;;;Outros;999 X 999
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;201936269.61;;;Outros;999 X 999
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;722277190.79;;;SDC;DI1 X DOL
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;251708782.57;;;SDP;DI1 X PRE
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;223027877.30;;;SDL;DI1 X IAP
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;381183802.34;;;SCP;DOL X PRE
FI;12.553.726/0001-30;MÁXIMA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO 2;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;0.00;;;SCP;DOL X PRE
FI;12.610.561/0001-91;TOTAL FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR - CRÉDITO PRIVADO;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3633936.72;;2024-04-30;SDC;DI1 X DOL
FI;14.239.657/0001-10;FUNDO DE INVESTIMENTO CAIXA MASTER CAPITAL PROTEGIDO IBOVESPA CICLICO I MULTIMERCADO;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;251824.31;;;SDP;DI1 X PRE
FI;15.037.582/0001-58;BB PREV PUBLICO RF FUNDO DE INVESTIMENTO RENDA FIXA;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;128563113.70;;;SDM;DI1 X IGM
FI;15.037.582/0001-58;BB PREV PUBLICO RF FUNDO DE INVESTIMENTO RENDA FIXA;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;40953904.52;;;SFD;IPC X DI1
FI;15.060.253/0001-28;QUARTZ DC PLAN FUNDO DE INVESTIMENTO RENDA FIXA PREVIDENCIÁRIO;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3218451.28;;;SDL;DI1 X IAP
FI;15.259.071/0001-80;BRADESCO H FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA  NILO - RESPONSABILIDADE LIMITADA;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;23403699.19;;;SDL;DI1 X IAP
FI;15.259.071/0001-80;BRADESCO H FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA  NILO - RESPONSABILIDADE LIMITADA;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;15804662.53;;;SDL;DI1 X IAP
FI;15.740.377/0001-54;SANTANDER FI DIAMANTINA MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;68294009.50;;;SDP;DI1 X PRE
FI;15.740.377/0001-54;SANTANDER FI DIAMANTINA MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;6197206.57;;;SDP;DI1 X PRE
FI;16.916.060/0001-99;FUNDO DE INVESTIMENTO CAIXA INDEXA OURO MULTIMERCADO LONGO PRAZO;2024-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;942465.26;;;Outros;999 X 999
FI;17.138.500/0001-97;SANTANDER FI AMAZONAS MULT CRED PRIV IE;2024-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;53058898.73;;;SDP;DI1 X PRE
