TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
CLASSES FIIM;57.091.195/0001-40;SAFRA ETF IBOVESPA EMPRESAS PRIVADAS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1084301;Títulos Públicos;0;0;72324;;2026-03-31
CLASSES FIIM;57.091.257/0001-13;SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1084251;Ações;0;0;10563402;;2026-03-31
CLASSES FIIM;57.091.257/0001-13;SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1084251;Operações Compromissadas;;;72312;;2026-03-31
CLASSES FIIM;57.091.257/0001-13;SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1084251;Títulos Públicos;0;0;36162;;2026-03-31
CLASSES FIIM;61.736.225/0001-03;GENIAL TEVA DEBÊNTURES DI QUALITY HIGH BETA  FUNDO DE ÍNDICE;2025-12-31;1077710;Cotas de Fundos;;;1377837;;2026-03-31
CLASSES FIIM;61.736.225/0001-03;GENIAL TEVA DEBÊNTURES DI QUALITY HIGH BETA  FUNDO DE ÍNDICE;2025-12-31;1077710;Debêntures;;;42361307;;2026-03-31
CLASSES FIIM;61.736.225/0001-03;GENIAL TEVA DEBÊNTURES DI QUALITY HIGH BETA  FUNDO DE ÍNDICE;2025-12-31;1077710;Disponibilidades;;;3000;;2026-03-31
CLASSES FIIM;61.736.225/0001-03;GENIAL TEVA DEBÊNTURES DI QUALITY HIGH BETA  FUNDO DE ÍNDICE;2025-12-31;1077710;Títulos Públicos;0;106953;431643;;2026-03-31
CLASSES FIIM;61.736.225/0001-03;GENIAL TEVA DEBÊNTURES DI QUALITY HIGH BETA  FUNDO DE ÍNDICE;2025-12-31;1077710;Valores a pagar;;;20481;;2026-03-31
CLASSES FIIM;61.736.225/0001-03;GENIAL TEVA DEBÊNTURES DI QUALITY HIGH BETA  FUNDO DE ÍNDICE;2025-12-31;1077710;Valores a receber;;;1825;;2026-03-31
CLASSES FIIM;62.211.601/0001-09;BUENA VISTA NEOS GOLD HIGH INCOME INDEX FUNDO DE ÍNDICE DE RESPONSABILIDADE LIMITADA;2025-12-31;1082544;Investimento no Exterior;0;0;23840917;;2026-03-31
CLASSES FIIM;62.344.793/0001-13;NU IBOXX INVESTMENT GRADE HEDGE CARRY BRL  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1085518;Brazilian Depository Receipt - BDR;;;49938;;2026-03-31
CLASSES FIIM;62.344.793/0001-13;NU IBOXX INVESTMENT GRADE HEDGE CARRY BRL  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1085518;Cotas de Fundos;;;122357;;2026-03-31
CLASSES FIIM;62.344.793/0001-13;NU IBOXX INVESTMENT GRADE HEDGE CARRY BRL  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1085518;Disponibilidades;;;57130;;2026-03-31
CLASSES FIIM;62.344.793/0001-13;NU IBOXX INVESTMENT GRADE HEDGE CARRY BRL  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1085518;Investimento no Exterior;;;4546541;;2026-03-31
CLASSES FIIM;62.344.793/0001-13;NU IBOXX INVESTMENT GRADE HEDGE CARRY BRL  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1085518;Mercado Futuro - Posições vendidas;;;74177;;2026-03-31
CLASSES FIIM;62.344.793/0001-13;NU IBOXX INVESTMENT GRADE HEDGE CARRY BRL  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1085518;Títulos Públicos;0;0;10665923;;2026-03-31
CLASSES FIIM;62.344.793/0001-13;NU IBOXX INVESTMENT GRADE HEDGE CARRY BRL  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1085518;Valores a pagar;;;3147;;2026-03-31
CLASSES FIIM;62.344.793/0001-13;NU IBOXX INVESTMENT GRADE HEDGE CARRY BRL  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1085518;Valores a receber;;;2193;;2026-03-31
CLASSES FIIM;63.209.544/0001-88;BUENA VISTA DEX NEOS INTERNATIONAL HIGH INCOME FUNDO DE ÍNDICE DE RESPONSABILIDADE LIMITADA;2025-12-31;1082565;Investimento no Exterior;0;127832;9200071;;2026-03-31
CLASSES FIIM;63.829.366/0001-98;BUENA VISTA DEX VETTAFI NEOS ETHEREUM HIGH INCOME FUNDO DE ÍNDICE DE RESPONSABILIDADE LIMITADA;2025-12-31;1082564;Investimento no Exterior;0;9973510;10006742;;2026-03-31
FIDC;28.065.377/0001-48;SERRANA - FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078266;Cotas de Fundos;3000;12;120443420;;2026-03-31
FIDC;28.065.377/0001-48;SERRANA - FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078266;Disponibilidades;;;2140;;2026-03-31
FIDC;28.065.377/0001-48;SERRANA - FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078266;Valores a pagar;;;774000;;2026-03-31
FIDC;28.065.377/0001-48;SERRANA - FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078266;Valores a receber;;;2682;;2026-03-31
FIDC;29.010.886/0001-36;GUARDIANS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1080971;Cotas de Fundos;0;0;37994310;;2026-03-31
FIDC;29.010.886/0001-36;GUARDIANS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1080971;Disponibilidades;;;95859;;2026-03-31
FIDC;29.010.886/0001-36;GUARDIANS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1080971;Títulos Públicos;0;0;12066;;2026-03-31
FIDC;29.010.886/0001-36;GUARDIANS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1080971;Valores a pagar;;;225080;;2026-03-31
FIDC;29.010.886/0001-36;GUARDIANS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1080971;Valores a receber;;;282;;2026-03-31
FIDC;31.368.739/0001-84;KATCH FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078268;Cotas de Fundos;11268;0;31087529;;2026-03-31
FIDC;31.368.739/0001-84;KATCH FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078268;Disponibilidades;;;10831;;2026-03-31
FIDC;31.368.739/0001-84;KATCH FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078268;Valores a pagar;;;10668;;2026-03-31
FIDC;31.368.739/0001-84;KATCH FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078268;Valores a receber;;;1257;;2026-03-31
FIDC;37.013.332/0001-10;VERDE AM CE II FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA;2025-12-31;1078761;Cotas de Fundos;;;258409949;;2026-03-31
FIDC;39.285.627/0001-71;GV LAGUNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078596;Cotas de Fundos;;;160557942;;2026-03-31
FIDC;39.285.627/0001-71;GV LAGUNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078596;Disponibilidades;;;73;;2026-03-31
FIDC;39.285.627/0001-71;GV LAGUNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078596;Valores a pagar;;;548000;;2026-03-31
FIDC;39.285.627/0001-71;GV LAGUNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078596;Valores a receber;;;110818;;2026-03-31
FIDC;42.827.518/0001-43;VERDE AM CRÉDITO ESTRUTURADO FIDC - CIC EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-12-31;1078762;Cotas de Fundos;0;0;940408815;;2026-03-31
FIDC;43.871.874/0001-27;CARMEL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1080976;Cotas de Fundos;6766093;8846899;71269657;;2026-03-31
FIDC;43.871.874/0001-27;CARMEL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1080976;Disponibilidades;;;8834;;2026-03-31
FIDC;43.871.874/0001-27;CARMEL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1080976;Valores a pagar;;;561774;;2026-03-31
FIDC;43.871.874/0001-27;CARMEL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1080976;Valores a receber;;;301;;2026-03-31
FIDC;45.026.487/0001-10;EVEREST 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078586;Cotas de Fundos;;;30605081;;2026-03-31
FIDC;45.026.487/0001-10;EVEREST 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078586;Disponibilidades;;;50;;2026-03-31
FIDC;45.026.487/0001-10;EVEREST 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078586;Valores a pagar;;;195542;;2026-03-31
FIDC;45.026.487/0001-10;EVEREST 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078586;Valores a receber;;;3246;;2026-03-31
FIDC;47.862.169/0001-14;VKR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078267;Cotas de Fundos;0;0;11914508;;2026-03-31
FIDC;47.862.169/0001-14;VKR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078267;Disponibilidades;;;29528;;2026-03-31
FIDC;47.862.169/0001-14;VKR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078267;Valores a pagar;;;20391;;2026-03-31
FIDC;47.862.169/0001-14;VKR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078267;Valores a receber;;;648;;2026-03-31
FIDC;49.520.420/0001-98;AFINITTY FIC DE FIDC FINANCEIROS - RESPONSABILIDADE LIMITADA;2025-12-31;1080972;Cotas de Fundos;1250000;15270000;1431162649;;2026-03-31
FIDC;49.520.420/0001-98;AFINITTY FIC DE FIDC FINANCEIROS - RESPONSABILIDADE LIMITADA;2025-12-31;1080972;Disponibilidades;;;470;;2026-03-31
FIDC;49.520.420/0001-98;AFINITTY FIC DE FIDC FINANCEIROS - RESPONSABILIDADE LIMITADA;2025-12-31;1080972;Valores a pagar;;;12178820;;2026-03-31
FIDC;49.520.420/0001-98;AFINITTY FIC DE FIDC FINANCEIROS - RESPONSABILIDADE LIMITADA;2025-12-31;1080972;Valores a receber;;;9499479;;2026-03-31
FIDC;50.059.717/0001-87;STARKE 180 FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-12-31;1078597;Cotas de Fundos;;;17325552;;2026-03-31
FIDC;50.059.717/0001-87;STARKE 180 FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-12-31;1078597;Disponibilidades;;;93;;2026-03-31
FIDC;50.059.717/0001-87;STARKE 180 FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-12-31;1078597;Valores a pagar;;;21582;;2026-03-31
FIDC;50.059.717/0001-87;STARKE 180 FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-12-31;1078597;Valores a receber;;;2435;;2026-03-31
FIDC;51.304.974/0001-08;Arte LW Fundo de Investimento em Cotas de Fundo de Investimento em Direitos Creditórios;2025-12-31;1080973;Cotas de Fundos;2504905;3759999;121162903;;2026-03-31
FIDC;51.304.974/0001-08;Arte LW Fundo de Investimento em Cotas de Fundo de Investimento em Direitos Creditórios;2025-12-31;1080973;Disponibilidades;;;1118;;2026-03-31
FIDC;51.304.974/0001-08;Arte LW Fundo de Investimento em Cotas de Fundo de Investimento em Direitos Creditórios;2025-12-31;1080973;Valores a pagar;;;424634;;2026-03-31
FIDC;51.304.974/0001-08;Arte LW Fundo de Investimento em Cotas de Fundo de Investimento em Direitos Creditórios;2025-12-31;1080973;Valores a receber;;;1402237;;2026-03-31
FIDC;55.021.966/0001-05;ARTESANAL IAM HIGH YIELD FIC DE FIDC RESPONSABILIDADE LIMITADA;2025-12-31;1080977;Cotas de Fundos;835000;0;69553146;;2026-03-31
FIDC;55.021.966/0001-05;ARTESANAL IAM HIGH YIELD FIC DE FIDC RESPONSABILIDADE LIMITADA;2025-12-31;1080977;Disponibilidades;;;5668;;2026-03-31
FIDC;55.021.966/0001-05;ARTESANAL IAM HIGH YIELD FIC DE FIDC RESPONSABILIDADE LIMITADA;2025-12-31;1080977;Valores a pagar;;;12747;;2026-03-31
FIDC;55.021.966/0001-05;ARTESANAL IAM HIGH YIELD FIC DE FIDC RESPONSABILIDADE LIMITADA;2025-12-31;1080977;Valores a receber;;;488;;2026-03-31
FIDC;56.823.028/0001-83;CLASSE ÚNICA DE COTAS DO CLUBE DO VALOR SELEÇÃO CRÉDITO ESTRUTURADO FIC DE FIDC RESP LIMITADA;2025-12-31;1081004;Cotas de Fundos;;;13989517;;2026-03-31
FIDC;56.823.028/0001-83;CLASSE ÚNICA DE COTAS DO CLUBE DO VALOR SELEÇÃO CRÉDITO ESTRUTURADO FIC DE FIDC RESP LIMITADA;2025-12-31;1081004;Disponibilidades;;;1000;;2026-03-31
FIDC;56.823.028/0001-83;CLASSE ÚNICA DE COTAS DO CLUBE DO VALOR SELEÇÃO CRÉDITO ESTRUTURADO FIC DE FIDC RESP LIMITADA;2025-12-31;1081004;Valores a pagar;;;181051;;2026-03-31
FIDC;56.823.028/0001-83;CLASSE ÚNICA DE COTAS DO CLUBE DO VALOR SELEÇÃO CRÉDITO ESTRUTURADO FIC DE FIDC RESP LIMITADA;2025-12-31;1081004;Valores a receber;;;145;;2026-03-31
FIDC;56.964.123/0001-05;CAVORETTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078585;Cotas de Fundos;;;31283376;;2026-03-31
FIDC;56.964.123/0001-05;CAVORETTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078585;Disponibilidades;;;0;;2026-03-31
FIDC;56.964.123/0001-05;CAVORETTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078585;Valores a pagar;;;38246;;2026-03-31
FIDC;56.964.123/0001-05;CAVORETTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078585;Valores a receber;;;5348;;2026-03-31
FIDC;57.025.352/0001-19;M7 CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-RESP LIM;2025-12-31;1078592;Cotas de Fundos;;;7827604;;2026-03-31
FIDC;57.025.352/0001-19;M7 CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-RESP LIM;2025-12-31;1078592;Disponibilidades;;;1283;;2026-03-31
FIDC;57.025.352/0001-19;M7 CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-RESP LIM;2025-12-31;1078592;Títulos Públicos;0;0;4038;;2026-03-31
FIDC;57.025.352/0001-19;M7 CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-RESP LIM;2025-12-31;1078592;Valores a pagar;;;15047;;2026-03-31
FIDC;57.025.352/0001-19;M7 CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-RESP LIM;2025-12-31;1078592;Valores a receber;;;1115;;2026-03-31
FIDC;57.339.373/0001-09;EMPHASIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078587;Cotas de Fundos;;;91025350;;2026-03-31
FIDC;57.339.373/0001-09;EMPHASIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078587;Disponibilidades;;;100;;2026-03-31
FIDC;57.339.373/0001-09;EMPHASIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078587;Valores a pagar;;;87793;;2026-03-31
FIDC;57.339.373/0001-09;EMPHASIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078587;Valores a receber;;;4498;;2026-03-31
FIDC;57.535.898/0001-10;ARTESANAL CRÉDITO ESTRUTURADO II FIDC DE RESPONSABILIDADE LIMITADA;2025-12-31;1080974;Cotas de Fundos;230000;0;619052021;;2026-03-31
FIDC;57.535.898/0001-10;ARTESANAL CRÉDITO ESTRUTURADO II FIDC DE RESPONSABILIDADE LIMITADA;2025-12-31;1080974;Disponibilidades;;;10899;;2026-03-31
FIDC;57.535.898/0001-10;ARTESANAL CRÉDITO ESTRUTURADO II FIDC DE RESPONSABILIDADE LIMITADA;2025-12-31;1080974;Valores a pagar;;;270568;;2026-03-31
FIDC;57.535.898/0001-10;ARTESANAL CRÉDITO ESTRUTURADO II FIDC DE RESPONSABILIDADE LIMITADA;2025-12-31;1080974;Valores a receber;;;1701;;2026-03-31
FIDC;57.736.857/0001-91;ARTESANAL AFINITTY MEZ A FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-12-31;1080975;Cotas de Fundos;12000;4822;86529697;;2026-03-31
FIDC;57.736.857/0001-91;ARTESANAL AFINITTY MEZ A FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-12-31;1080975;Disponibilidades;;;0;;2026-03-31
FIDC;57.736.857/0001-91;ARTESANAL AFINITTY MEZ A FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-12-31;1080975;Valores a pagar;;;6628;;2026-03-31
FIDC;57.736.857/0001-91;ARTESANAL AFINITTY MEZ A FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-12-31;1080975;Valores a receber;;;494;;2026-03-31
FIDC;59.260.452/0001-55;GOPIN FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078588;Cotas de Fundos;;;36154629;;2026-03-31
FIDC;59.260.452/0001-55;GOPIN FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078588;Disponibilidades;;;3857;;2026-03-31
FIDC;59.260.452/0001-55;GOPIN FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078588;Valores a pagar;;;12396;;2026-03-31
FIDC;59.260.452/0001-55;GOPIN FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078588;Valores a receber;;;2471;;2026-03-31
FIDC;59.791.370/0001-37;TATUHY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078601;Cotas de Fundos;;;4316312;;2026-03-31
FIDC;59.791.370/0001-37;TATUHY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078601;Disponibilidades;;;70067;;2026-03-31
FIDC;59.791.370/0001-37;TATUHY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078601;Valores a pagar;;;13503;;2026-03-31
FIDC;59.791.370/0001-37;TATUHY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-12-31;1078601;Valores a receber;;;73;;2026-03-31
FIDC;60.095.738/0001-01;REACH CRÉDITO ESTRUTURADO FIC DE FIDC RESP LIMITADA;2025-12-31;1080991;Cotas de Fundos;;;91438164;;2026-03-31
FIDC;60.095.738/0001-01;REACH CRÉDITO ESTRUTURADO FIC DE FIDC RESP LIMITADA;2025-12-31;1080991;Disponibilidades;;;1000;;2026-03-31
FIDC;60.095.738/0001-01;REACH CRÉDITO ESTRUTURADO FIC DE FIDC RESP LIMITADA;2025-12-31;1080991;Valores a pagar;;;236555;;2026-03-31
FIDC;60.095.738/0001-01;REACH CRÉDITO ESTRUTURADO FIC DE FIDC RESP LIMITADA;2025-12-31;1080991;Valores a receber;;;77820;;2026-03-31
FIIM;60.553.995/0001-40;ISHARES BOVESPA BR+ CAP 5% B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078001;Ações;0;139619;15841050;;2026-03-31
FIIM;60.553.995/0001-40;ISHARES BOVESPA BR+ CAP 5% B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078001;Brazilian Depository Receipt - BDR;;;3097018;;2026-03-31
FIIM;60.553.995/0001-40;ISHARES BOVESPA BR+ CAP 5% B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078001;Certificado ou recibo de depósito de valores mobiliários;;;1099948;;2026-03-31
FIIM;60.553.995/0001-40;ISHARES BOVESPA BR+ CAP 5% B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078001;Disponibilidades;;;13717;;2026-03-31
FIIM;60.553.995/0001-40;ISHARES BOVESPA BR+ CAP 5% B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078001;Mercado Futuro - Posições compradas;;;1383;;2026-03-31
FIIM;60.553.995/0001-40;ISHARES BOVESPA BR+ CAP 5% B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078001;Operações Compromissadas;;;109381;;2026-03-31
FIIM;60.553.995/0001-40;ISHARES BOVESPA BR+ CAP 5% B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078001;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;331;;2026-03-31
FIIM;60.553.995/0001-40;ISHARES BOVESPA BR+ CAP 5% B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078001;Valores a pagar;;;11688;;2026-03-31
FIIM;60.553.995/0001-40;ISHARES BOVESPA BR+ CAP 5% B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078001;Valores a receber;;;284623;;2026-03-31
FIIM;60.554.347/0001-08;ISHARES BOVESPA BR+ EQUAL WEIGHT B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078000;Ações;0;153217;16261323;;2026-03-31
FIIM;60.554.347/0001-08;ISHARES BOVESPA BR+ EQUAL WEIGHT B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078000;Brazilian Depository Receipt - BDR;;;1474663;;2026-03-31
FIIM;60.554.347/0001-08;ISHARES BOVESPA BR+ EQUAL WEIGHT B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078000;Certificado ou recibo de depósito de valores mobiliários;;;1445573;;2026-03-31
FIIM;60.554.347/0001-08;ISHARES BOVESPA BR+ EQUAL WEIGHT B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078000;Disponibilidades;;;14108;;2026-03-31
FIIM;60.554.347/0001-08;ISHARES BOVESPA BR+ EQUAL WEIGHT B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078000;Mercado Futuro - Posições compradas;;;1536;;2026-03-31
FIIM;60.554.347/0001-08;ISHARES BOVESPA BR+ EQUAL WEIGHT B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078000;Operações Compromissadas;;;86593;;2026-03-31
FIIM;60.554.347/0001-08;ISHARES BOVESPA BR+ EQUAL WEIGHT B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078000;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;813;;2026-03-31
FIIM;60.554.347/0001-08;ISHARES BOVESPA BR+ EQUAL WEIGHT B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078000;Valores a pagar;;;11589;;2026-03-31
FIIM;60.554.347/0001-08;ISHARES BOVESPA BR+ EQUAL WEIGHT B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1078000;Valores a receber;;;198032;;2026-03-31
FIIM;61.846.717/0001-43;NU NASDAQ BRAZIL BITCOIN CARRY FUTURES  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1077573;Cotas de Fundos;;;450786;;2026-03-31
FIIM;61.846.717/0001-43;NU NASDAQ BRAZIL BITCOIN CARRY FUTURES  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1077573;Disponibilidades;;;3000;;2026-03-31
FIIM;61.846.717/0001-43;NU NASDAQ BRAZIL BITCOIN CARRY FUTURES  CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-12-31;1077573;Mercado Futuro - Posições compradas;;;-29584;;2026-03-31
