TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;881.000000;8825.93;;2023-11-29;PJ;42.644.220/0001-06;SPE SANEAMENTO RIO 4 S.A;2042-01-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.558696;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;710.000000;7112.84;;2023-11-29;PJ;42.644.220/0001-06;SPE SANEAMENTO RIO 4 S.A;2042-01-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.475894;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;370.000000;3706.69;;2023-11-29;PJ;42.644.220/0001-06;SPE SANEAMENTO RIO 4 S.A;2042-01-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.578595;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;204.000000;2042.39;;2023-11-29;PJ;42.310.775/0001-03;SPE SANEAMENTO RIO 1 S.A;2042-01-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.501615;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;69850.000000;699318.57;;2023-11-29;PJ;42.310.775/0001-03;SPE SANEAMENTO RIO 1 S.A;2042-01-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.367290;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;58694.000000;587627.83;;2023-11-29;PJ;42.310.775/0001-03;SPE SANEAMENTO RIO 1 S.A;2042-01-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.342710;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;45675.000000;457285.27;;2023-11-29;PJ;42.310.775/0001-03;SPE SANEAMENTO RIO 1 S.A;2042-01-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.263105;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;18900.000000;189221.49;;2023-11-29;PJ;42.310.775/0001-03;SPE SANEAMENTO RIO 1 S.A;2042-01-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.447020;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;4725.000000;47305.37;;2023-11-29;PJ;42.310.775/0001-03;SPE SANEAMENTO RIO 1 S.A;2042-01-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.424268;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;4450.000000;44552.15;;2023-11-29;PJ;42.310.775/0001-03;SPE SANEAMENTO RIO 1 S.A;2042-01-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.570768;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;3800.000000;38044.53;;2023-11-29;PJ;42.310.775/0001-03;SPE SANEAMENTO RIO 1 S.A;2042-01-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.457351;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1.000000;10.01;;2023-11-29;PJ;42.310.775/0001-03;SPE SANEAMENTO RIO 1 S.A;2042-01-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.398395;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos de Crédito Privado;CCB;N;Para negociação;;;;;1.000000;13464429.71;;2023-11-29;PJ;11.581.339/0001-45;MONEY PLUS SCMEPP LTDA;2024-03-15;S;DI1;DI de um dia;100.000000;6.176578;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos de Crédito Privado;CCB;N;Para negociação;;;;;1.000000;0.00;;2023-11-29;PJ;11.581.339/0001-45;MONEY PLUS SCMEPP LTDA;2050-03-15;S;DI1;DI de um dia;100.000000;3.638905;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos de Crédito Privado;CCI;N;Para negociação;;;;;1.000000;1592837.23;;2023-11-29;PJ;18.282.093/0001-50;COMPANHIA HIPOTECARIA PIRATINI;2028-10-30;S;IGM;Índice Geral de Preços-Mercado (IGP-M);100.000000;12.987932;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos de Crédito Privado;CCI;N;Para negociação;;;;;1.000000;0.00;;2023-11-29;PJ;18.282.093/0001-50;COMPANHIA HIPOTECARIA PIRATINI;2028-11-29;S;IGM;Índice Geral de Preços-Mercado (IGP-M);100.000000;24.752487;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos de Crédito Privado;CCI;N;Para negociação;;;;;1.000000;0.00;;2023-11-29;PJ;18.282.093/0001-50;COMPANHIA HIPOTECARIA PIRATINI;2029-01-28;S;IGM;Índice Geral de Preços-Mercado (IGP-M);100.000000;12.032110;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos de Crédito Privado;CCI;N;Para negociação;;;;;1.000000;0.00;;2023-11-29;PJ;18.282.093/0001-50;COMPANHIA HIPOTECARIA PIRATINI;2029-07-16;S;IGM;Índice Geral de Preços-Mercado (IGP-M);100.000000;12.144219;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos de Crédito Privado;CCI;N;Para negociação;;;;;1.000000;0.00;;2023-11-29;PJ;18.282.093/0001-50;COMPANHIA HIPOTECARIA PIRATINI;2029-08-22;S;IGM;Índice Geral de Preços-Mercado (IGP-M);100.000000;12.530723;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos de Crédito Privado;CCI;N;Para negociação;;;;;1.000000;151333.30;;2023-11-29;PJ;18.282.093/0001-50;COMPANHIA HIPOTECARIA PIRATINI;2050-10-30;S;IGM;Índice Geral de Preços-Mercado (IGP-M);100.000000;60.762537;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos de Crédito Privado;CCI;N;Para negociação;;;;;1.000000;6065.33;;2023-11-29;PJ;18.282.093/0001-50;COMPANHIA HIPOTECARIA PIRATINI;2024-01-10;S;IGM;Índice Geral de Preços-Mercado (IGP-M);100.000000;11.956846;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos de Crédito Privado;CCI;N;Para negociação;;;;;1.000000;206784.05;;2023-11-29;PJ;18.282.093/0001-50;COMPANHIA HIPOTECARIA PIRATINI;2029-05-30;S;IGM;Índice Geral de Preços-Mercado (IGP-M);100.000000;11.917487;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos de Crédito Privado;CCI;N;Para negociação;;;;;1.000000;11675.87;;2023-11-29;PJ;18.282.093/0001-50;COMPANHIA HIPOTECARIA PIRATINI;2050-01-10;S;IGM;Índice Geral de Preços-Mercado (IGP-M);100.000000;45.760001;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos de Crédito Privado;CCI;N;Para negociação;;;;;1.000000;35712.15;;2023-11-29;PJ;18.282.093/0001-50;COMPANHIA HIPOTECARIA PIRATINI;2050-05-30;S;IGM;Índice Geral de Preços-Mercado (IGP-M);100.000000;51.070869;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;270000.000000;300426740.10;;2023-11-29;PJ;00.350.763/0001-62;J&F PARTICIPACOES SA;2027-01-16;S;DI1;DI de um dia;100.000000;1.653541;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;3.000000;3396.57;;2023-11-29;PJ;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;2027-11-16;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;6.552234;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;30.000000;29814.04;;2023-11-29;PJ;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;2028-01-17;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.071738;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;19.000000;21260.99;;2023-11-29;PJ;10.753.164/0001-43;ECO SECURITIZADORA DE DIREITOS CRED;2023-11-30;S;DI1;DI de um dia;100.000000;2.226199;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;8.000000;8952.00;;2023-11-29;PJ;10.753.164/0001-43;ECO SECURITIZADORA DE DIREITOS CRED;2023-11-30;S;DI1;DI de um dia;100.000000;2.428929;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;8.000000;8952.00;;2023-11-29;PJ;10.753.164/0001-43;ECO SECURITIZADORA DE DIREITOS CRED;2023-11-30;S;DI1;DI de um dia;100.000000;2.497234;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;35.000000;39164.99;;2023-11-29;PJ;10.753.164/0001-43;ECO SECURITIZADORA DE DIREITOS CRED;2023-11-30;S;DI1;DI de um dia;100.000000;2.270907;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;42.000000;46997.99;;2023-11-29;PJ;10.753.164/0001-43;ECO SECURITIZADORA DE DIREITOS CRED;2023-11-30;S;DI1;DI de um dia;100.000000;2.327564;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;100.000000;111899.97;;2023-11-29;PJ;10.753.164/0001-43;ECO SECURITIZADORA DE DIREITOS CRED;2023-11-30;S;DI1;DI de um dia;100.000000;2.473725;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;1.000000;1490.60;;2023-11-29;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2023-12-18;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;105.097203;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;12.000000;16307.64;;2023-11-29;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2024-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.539352;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;9.000000;12230.73;;2023-11-29;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2024-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.662542;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;76.000000;103281.75;;2023-11-29;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2024-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.700008;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;50.000000;67948.52;;2023-11-29;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2024-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.529853;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;9.000000;12230.73;;2023-11-29;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2024-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.680079;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;44.000000;59794.70;;2023-11-29;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2024-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.621224;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;8.000000;10871.76;;2023-11-29;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2024-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.499155;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;91.000000;124618.16;;2023-11-29;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2024-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.723959;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;5.000000;6794.85;;2023-11-29;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2024-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.640874;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;24.000000;16307.65;;2023-11-29;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2024-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.698244;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;2.000000;2717.94;;2023-11-29;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2024-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.389153;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;8.000000;10871.76;;2023-11-29;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2024-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.429047;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;36.000000;45523.90;;2023-11-29;PJ;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;2024-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.691950;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;350.000000;160022.76;;2023-11-29;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2024-10-15;S;DI1;DI de um dia;100.000000;1.268687;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;66.000000;30175.72;;2023-11-29;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2024-10-15;S;DI1;DI de um dia;100.000000;1.362081;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;14.000000;6400.91;;2023-11-29;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2024-10-15;S;DI1;DI de um dia;100.000000;1.363170;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;28.000000;12801.82;;2023-11-29;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2024-10-15;S;DI1;DI de um dia;100.000000;1.458434;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;90.000000;41148.71;;2023-11-29;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2024-10-15;S;DI1;DI de um dia;100.000000;1.270565;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;172.000000;78639.75;;2023-11-29;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2024-10-15;S;DI1;DI de um dia;100.000000;1.456239;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;12.000000;5486.49;;2023-11-29;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2024-10-15;S;DI1;DI de um dia;100.000000;1.456875;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;10.000000;4572.08;;2023-11-29;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2024-10-15;S;DI1;DI de um dia;100.000000;1.363689;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;98.000000;44789.60;;2023-11-29;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2024-10-15;S;DI1;DI de um dia;100.000000;1.270995;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;50.000000;22860.39;;2023-11-29;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2024-10-15;S;DI1;DI de um dia;100.000000;1.267463;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;276.000000;126189.37;;2023-11-29;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2024-10-15;S;DI1;DI de um dia;100.000000;1.456560;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;30.000000;13716.24;;2023-11-29;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2024-10-15;S;DI1;DI de um dia;100.000000;1.409161;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;7.000000;3200.46;;2023-11-29;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2024-10-15;S;DI1;DI de um dia;100.000000;1.458077;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;57.000000;26051.09;;2023-11-29;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2024-10-15;S;DI1;DI de um dia;100.000000;1.458789;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;29.000000;13259.03;;2023-11-29;PJ;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2024-10-15;S;DI1;DI de um dia;100.000000;1.457224;;S;N;
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-08-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;5.000000;6226.75;;2023-11-29;PJ;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;2024-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;6.557450;;S;N;
