TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;10414.00;662626.58;11132.00;712822.64;385472.00;24381104.00;;;RENT3;;;;;;;;2005-05-23;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;7258.00;88968.20;7740.00;94816.60;225443.00;2730114.73;;;CSNA3;;;;;;;;1993-08-02;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;13601.00;51959.25;14548.00;54783.96;632266.00;2352029.52;;;CIEL3;;;;;;;;2009-12-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;25118.00;906416.74;26800.00;966120.00;772813.00;27249386.38;;;ELET3;;;;;;;;1983-09-01;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;19688.00;242611.68;21056.00;265541.08;607945.00;7246704.40;;;ENEV3;;;;;;;;2013-10-22;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;5115.00;37876.77;84152.00;586799.38;288311.00;2136384.51;;;MRFG3;;;;;;;;2007-06-28;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;4990.00;201767.64;5396.00;225688.68;154675.00;6030778.25;;;HYPE3;;;;;;;;2008-04-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;3252.00;30030.28;3468.00;34078.64;96431.00;810020.40;;;BEEF3;;;;;;;;2007-07-20;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;14845.00;182298.59;15880.00;201496.00;425615.00;4941390.15;;;ASAI3;;;;;;;;2021-03-01;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;9061.00;459807.88;9636.00;488274.12;446751.00;22404562.65;;;SUZB3;;;;;;;;2004-08-05;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;4225.00;247619.44;4564.00;258708.88;223940.00;12970604.80;;;SBSP3;;;;;;;;1997-03-11;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;2972.00;95898.00;3144.00;104123.76;88273.00;2905947.16;;;RRRP3;;;;;;;;2020-11-12;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;15428.00;423188.48;16444.00;451025.16;612514.00;16831884.72;;;RADL3;;;;;;;;2011-12-19;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;12437.00;159731.43;13304.00;173425.24;489497.00;6099132.62;;;CCRO3;;;;;;;;2002-02-01;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;13810.00;255492.10;14716.00;250617.60;780353.00;14405316.38;;;VBBR3;;;;;;;;2021-10-22;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;35691.00;104391.08;38156.00;107699.04;1104796.00;3049236.96;;;MGLU3;;;;;;;;2011-05-02;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;4180.00;22186.00;4428.00;24683.96;240475.00;1317803.00;;;PETZ3;;;;;;;;2020-09-11;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;54457.00;775141.96;58240.00;826253.20;1630767.00;22569815.28;;;ABEV3;;;;;;;;2013-11-11;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;18430.00;675492.80;19716.00;754425.96;1056435.00;37904887.80;;;WEGE3;;;;;;;;2004-08-02;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;13596.00;396173.24;14548.00;440831.72;513909.00;14728631.94;;;RDOR3;;;;;;;;2020-12-10;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;19578.00;28300.04;20848.00;32994.56;602445.00;765105.15;;;VIIA3;;;;;;;;2021-08-16;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;15019.00;338680.61;16096.00;365302.64;789725.00;17650353.75;;;RAIL3;;;;;;;;2017-03-13;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;20868.00;200571.24;22316.00;214283.60;667133.00;6030882.32;;;BRFS3;;;;;;;;2009-12-10;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;11817.00;198726.64;12588.00;215653.16;547197.00;8771567.91;;;LREN3;;;;;;;;1973-07-24;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;9150.00;175850.74;9804.00;182422.88;365642.00;7126362.58;;;EMBR3;;;;;;;;1989-08-28;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;10394.00;478030.94;11116.00;531981.44;426038.00;19776683.96;;;PRIO3;;;;;;;;2015-06-26;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;3326.00;86295.94;3528.00;91977.64;99139.00;2452698.86;;;MULT3;;;;;;;;2007-07-27;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;46056.00;1616779.28;49268.00;1670577.84;1603498.00;55384820.92;;;PETR3;;;;;;;;1973-09-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação ordinária;N;Para negociação;14630.00;267088.74;15708.00;290257.12;669091.00;11722474.32;;;CSAN3;;;;;;;;2005-11-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação preferencial;N;Para negociação;6443.00;44703.75;6892.00;47599.72;204922.00;1409863.36;;;USIM5;;;;;;;;1999-02-02;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação preferencial;N;Para negociação;13575.00;350560.54;14528.00;376415.52;472752.00;12220639.20;;;GGBR4;;;;;;;;2001-02-01;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação preferencial;N;Para negociação;63982.00;971424.78;68364.00;1038772.56;3089263.00;46184481.85;;;BBDC4;;;;;;;;1973-12-06;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação preferencial;N;Para negociação;56729.00;1826543.28;60608.00;1881110.12;2684856.00;85754300.64;;;PETR4;;;;;;;;1973-09-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação preferencial;N;Para negociação;3417.00;135397.82;3604.00;145273.92;197256.00;7641697.44;;;ELET6;;;;;;;;1974-11-13;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação preferencial;S;Para negociação;59606.00;1641025.32;63656.00;1739101.44;3278751.00;89936139.93;;;ITUB4;;;;;;;;2009-05-20;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação preferencial;N;Para negociação;4090.00;63054.78;4356.00;70483.32;205080.00;2971609.20;;;AZUL4;;;;;;;;2017-04-11;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação preferencial;S;Para negociação;65829.00;621669.93;113416.00;1070270.34;3244827.00;29982201.48;;;ITSA4;;;;;;;;1973-09-17;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES;Ação preferencial;N;Para negociação;17901.00;223484.61;19172.00;236746.92;975812.00;12031761.96;;;CMIG4;;;;;;;;1973-08-20;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;TÍTULOS PÚBLICOS;;;Para negociação;0.00;0.00;0.00;0.00;36.00;494706.16;;;;;2024-09-01;;;;;210100;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;TÍTULOS PÚBLICOS;;;Para negociação;0.00;0.00;0.00;0.00;17.00;233594.31;;;;;2025-03-01;;;;;210100;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;TÍTULOS PÚBLICOS;;;Para negociação;0.00;0.00;0.00;0.00;32.00;439680.12;;;;;2025-09-01;;;;;210100;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;TÍTULOS PÚBLICOS;;;Para negociação;0.00;0.00;0.00;0.00;43.00;590278.34;;;;;2026-03-01;;;;;210100;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;TÍTULOS PÚBLICOS;;;Para negociação;0.00;0.00;0.00;0.00;30.00;412254.11;;;;;2024-03-01;;;;;210100;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;DISPONIBILIDADES;Outros;;Para negociação;;;;;;73670.24;;;;DISPONIBILIDADES;;;;;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;VALORES A PAGAR;Outros;;Para negociação;;;;;;26171803.11;;;;VALORES A PAGAR;;;;;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;VALORES A RECEBER;Outros;;Para negociação;;;;;;42772283.28;;;;VALORES A RECEBER;;;;;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;MERCADO FUTURO - POSIÇÕES COMPRADAS;Contrato Futuro;;Para negociação;0.00;0.00;0.00;0.00;175.00;-629160.00;;;;FUTURO IBRX50 - FUT BRI;;;;;;;;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;37559.00;1141042.42;;;BBSE3;;;;;;;;2013-04-29;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;284220.00;13386762.00;;;BBAS3;;;;;;;;1973-05-31;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;89985.00;755874.00;;;BEEF3;;;;;;;;2007-07-20;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;152152.00;566005.44;;;CIEL3;;;;;;;;2009-12-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;196791.00;2383139.01;;;CSNA3;;;;;;;;1993-08-02;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;174861.00;8117047.62;;;PRIO3;;;;;;;;2015-06-26;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;3016.00;95486.56;;;EQTL3;;;;;;;;2006-04-03;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;533391.00;4821854.64;;;BRFS3;;;;;;;;2009-12-10;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;79750.00;2625370.00;;;RRRP3;;;;;;;;2020-11-12;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;216798.00;13712473.50;;;RENT3;;;;;;;;2005-05-23;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;19526.00;1130945.92;;;SBSP3;;;;;;;;1997-03-11;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;278205.00;7645073.40;;;RADL3;;;;;;;;2011-12-19;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;447261.00;29107745.88;;;VALE3;;;;;;;;1982-02-15;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;427058.00;4958143.38;;;ASAI3;;;;;;;;2021-03-01;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;521943.00;6221560.56;;;ENEV3;;;;;;;;2013-10-22;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;50497.00;1133152.68;;;CYRE3;;;;;;;;1996-05-27;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;953319.00;2631160.44;;;MGLU3;;;;;;;;2011-05-02;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;17622.00;325302.12;;;VBBR3;;;;;;;;2021-10-22;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;110748.00;1431971.64;;;B3SA3;;;;;;;;2018-03-26;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;672927.00;23727406.02;;;ELET3;;;;;;;;1983-09-01;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;160399.00;3126176.51;;;EMBR3;;;;;;;;1989-08-28;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;526721.00;668935.67;;;VIIA3;;;;;;;;2021-08-16;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;177461.00;4922768.14;;;TOTS3;;;;;;;;2006-03-09;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;213602.00;3242478.36;;;NTCO3;;;;;;;;2019-12-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;4461.00;160060.68;;;WEGE3;;;;;;;;2004-08-02;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;225449.00;2809094.54;;;CCRO3;;;;;;;;2002-02-01;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;169500.00;2969640.00;;;CSAN3;;;;;;;;2005-11-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;73659.00;3693998.85;;;SUZB3;;;;;;;;2004-08-05;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;340536.00;6265862.40;;;JBSS3;;;;;;;;2007-03-29;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;91964.00;2275189.36;;;MULT3;;;;;;;;2007-07-27;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;1510349.00;20903230.16;;;ABEV3;;;;;;;;2013-11-11;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-08-31;518904;1342060558.20;AÇÕES E OUTROS TVM CEDIDOS EM EMPRÉSTIMO;Ação ordinária;N;Para negociação;;;;;80787.00;1805589.45;;;RAIL3;;;;;;;;2017-03-13;;;;
