TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
FI;03.919.474/0001-20;BANESTES  FMP - FGTS  PETROBRAS;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;28628670.16;;2024-03-30;SDL;DI1 X IAP
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1500876.12;;2024-03-30;SBP;TBF X PRE
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;224518279.24;;2024-03-30;SDP;DI1 X PRE
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;207595.97;;2024-03-30;SCP;DOL X PRE
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;58476942.75;;2024-03-30;SDP;DI1 X PRE
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;106220988.09;;2024-03-30;SDL;DI1 X IAP
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;16646448.15;;2024-03-30;SDC;DI1 X DOL
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;35987428.78;;2024-03-30;SBD;SB1 X DI1
FI;04.573.108/0001-24;FUNDO DE INVESTIMENTO MULTIMERCADO BARRA VELHA II CRÉDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;440341.85;;;SDL;DI1 X IAP
FI;04.894.428/0001-86;BANESTES FMP-FGTS VALE DO RIO DOCE;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;05.075.861/0001-52;BB TOP EURO FUNDO DE INVESTIMENTO CAMBIAL LP;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2068131.03;;;SFD;IPC X DI1
FI;05.075.861/0001-52;BB TOP EURO FUNDO DE INVESTIMENTO CAMBIAL LP;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;389172.96;;;SDM;DI1 X IGM
FI;05.592.116/0001-80;LAWTON MULTIMERCADO EXCLUSIVO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;37874674.02;;;SDE;DI1 X REU
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;200812880.15;;;SEP;REU X PRE
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;93011735.50;;;SCP;DOL X PRE
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;319884.29;;;SDC;DI1 X DOL
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;157946857.52;;;SDL;DI1 X IAP
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;78539796.12;;;SDE;DI1 X REU
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;343363760.85;;;Outros;999 X 999
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;74158223.16;;;SDE;DI1 X REU
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;50045328.95;;;SCP;DOL X PRE
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;7477289.88;;;SDC;DI1 X DOL
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;336339366.47;;;SEP;REU X PRE
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;396512542.40;;;Outros;999 X 999
FI;07.046.169/0001-21;ASCESE FUNDO DE INVESTIMENTOS EM AÇÕES;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.05;;2024-06-28;Outros;999 X 999
FI;07.046.169/0001-21;ASCESE FUNDO DE INVESTIMENTOS EM AÇÕES;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;4124.28;;2024-06-28;Outros;999 X 999
FI;07.110.975/0001-11;OAK FUNDO DE INVESTIMENTO MULTIMERCADO;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;9125521.02;;2024-03-30;SDC;DI1 X DOL
FI;07.110.975/0001-11;OAK FUNDO DE INVESTIMENTO MULTIMERCADO;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;102489369.20;;2024-03-30;Outros;999 X 999
FI;07.110.975/0001-11;OAK FUNDO DE INVESTIMENTO MULTIMERCADO;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;339515912.44;;2024-03-30;Outros;999 X 999
FI;07.364.774/0001-40;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO VIENA;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;346627.94;;2024-03-30;SDL;DI1 X IAP
FI;07.664.177/0001-31;FUNDO DE INVESTIMENTO CAIXA MASTER ESTRATEGICO MULTIMERCADO LONGO PRAZO;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;432044.88;;;Outros;999 X 999
FI;07.664.177/0001-31;FUNDO DE INVESTIMENTO CAIXA MASTER ESTRATEGICO MULTIMERCADO LONGO PRAZO;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;395546.18;;;Outros;999 X 999
FI;08.771.962/0001-56;OITI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;111244143.32;;;SCP;DOL X PRE
FI;08.771.962/0001-56;OITI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;296213086.59;;;SCE;DOL X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;373854936.21;;2024-03-30;SEP;REU X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;225360896.50;;2024-03-30;Outros;999 X 999
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;538528723.18;;2024-03-30;SCP;DOL X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;92724878.04;;2024-03-30;SDC;DI1 X DOL
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1323327.86;;2024-03-30;SDE;DI1 X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;158608490.87;;2024-03-30;SDP;DI1 X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;19622509.15;;2024-03-30;SCE;DOL X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;74026949.89;;2024-03-30;SDL;DI1 X IAP
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;609829139.91;;2024-03-30;Outros;999 X 999
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;371281553.45;;2024-03-30;SEP;REU X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;682243490.22;;2024-03-30;SCP;DOL X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;867414365.38;;2024-03-30;SDP;DI1 X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;287390560.29;;2024-03-30;SDE;DI1 X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1022269515.04;;2024-03-30;SDC;DI1 X DOL
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;931121.83;;2024-03-30;SCE;DOL X REU
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;764648027.14;;2024-03-30;Outros;999 X 999
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;18263365.70;;2024-03-30;SCP;DOL X PRE
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1302877.31;;2024-03-30;SDL;DI1 X IAP
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;59125593.82;;2024-03-30;SDC;DI1 X DOL
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;44877241.18;;2024-03-30;SDP;DI1 X PRE
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;62332591.31;;2024-03-30;Outros;999 X 999
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;6195036.49;;2024-03-30;SDL;DI1 X IAP
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;3989597.28;;2024-03-30;SDC;DI1 X DOL
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;6386796.46;;2024-03-30;SCP;DOL X PRE
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;9746088.87;;2024-03-30;SDP;DI1 X PRE
FI;09.241.756/0001-05;BRAM H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO VOLGA;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;45855514.92;;;SDL;DI1 X IAP
FI;09.241.756/0001-05;BRAM H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO VOLGA;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;21370116.20;;;SDL;DI1 X IAP
FI;09.274.058/0001-06;DAYCOVAL MULTIESTRATÉGIA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;49018.16;;;SCP;DOL X PRE
FI;09.274.058/0001-06;DAYCOVAL MULTIESTRATÉGIA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;154921.79;;;SCP;DOL X PRE
FI;09.522.470/0001-90;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO PREÇOS;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2466233.48;;;SDL;DI1 X IAP
FI;09.522.470/0001-90;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO PREÇOS;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;3356676.60;;;SDL;DI1 X IAP
FI;09.523.207/0001-15;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO TEJO;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1628029.85;;;SDL;DI1 X IAP
FI;09.523.207/0001-15;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO TEJO;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;589795.56;;;SDL;DI1 X IAP
FI;09.577.034/0001-18;CAIEIRAS FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;14055452.26;;;SDP;DI1 X PRE
FI;09.577.034/0001-18;CAIEIRAS FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;142862480.95;;;SDC;DI1 X DOL
FI;09.577.034/0001-18;CAIEIRAS FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;58632090.72;;;SDP;DI1 X PRE
FI;09.601.190/0001-77;NIKOS OURO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;352346.39;;;Outros;999 X 999
FI;09.720.523/0001-87;BB PREV MULTI II FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;82160626.01;;;SFD;IPC X DI1
FI;09.720.523/0001-87;BB PREV MULTI II FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;29498080.95;;;SDM;DI1 X IGM
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;394246044.88;;;Outros;999 X 999
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;47868640.28;;;SDC;DI1 X DOL
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;529240158.72;;;SDP;DI1 X PRE
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;197928037.40;;;SDL;DI1 X IAP
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;237313773.38;;;SCP;DOL X PRE
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;235624310.84;;;Outros;999 X 999
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1025279208.76;;;SDC;DI1 X DOL
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;317846869.51;;;SDP;DI1 X PRE
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;263120396.74;;;SDL;DI1 X IAP
FI;11.769.285/0001-46;SPHERE FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;445082110.20;;;SCP;DOL X PRE
FI;12.553.726/0001-30;MÁXIMA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO 2;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;0.00;;;SCP;DOL X PRE
FI;14.239.657/0001-10;FUNDO DE INVESTIMENTO CAIXA MASTER CAPITAL PROTEGIDO IBOVESPA CICLICO I MULTIMERCADO;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;132839.37;;;SDP;DI1 X PRE
FI;15.037.582/0001-58;BB PREV PUBLICO RF FUNDO DE INVESTIMENTO RENDA FIXA;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;135299777.75;;;SDM;DI1 X IGM
FI;15.037.582/0001-58;BB PREV PUBLICO RF FUNDO DE INVESTIMENTO RENDA FIXA;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;19653224.37;;;SFD;IPC X DI1
FI;15.037.582/0001-58;BB PREV PUBLICO RF FUNDO DE INVESTIMENTO RENDA FIXA;2023-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;45336356.92;;;SFD;IPC X DI1
FI;15.060.253/0001-28;QUARTZ DC PLAN FUNDO DE INVESTIMENTO RENDA FIXA PREVIDENCIÁRIO;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3174487.40;;;SDL;DI1 X IAP
FI;15.259.071/0001-80;BRADESCO H FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA  NILO - RESPONSABILIDADE LIMITADA;2023-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;22995022.77;;;SDL;DI1 X IAP
