TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
FI;00.793.947/0001-05;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA VÊNUS;2023-01-31;57055925.29
FI;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-01-31;682967912.81
FI;00.809.773/0001-13;BRADESCO H FICFI RENDA FIXA CURTO PRAZO OVER;2023-01-31;77307528.73
FI;00.812.433/0001-41;BNB AUTOMÁTICO FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-01-31;2964725625.84
FI;00.813.340/0001-31;SANTANDER FIC FI EXTRA RENDA FIXA REFERENCIADO DI;2023-01-31;51756722.17
FI;00.813.342/0001-20;SANTANDER RF REFERENCIADO DI MAIS 2 FIC FI;2023-01-31;801634892.55
FI;00.817.201/0001-86;ITAÚ RENDA FIXA PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;16370671.11
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-01-31;381290313.51
FI;00.819.855/0001-49;WESTERN ASSET CÂMBIO DOLAR SILVER FICFI CAMBIAL;2023-01-31;1054022.45
FI;00.819.858/0001-82;WESTERN ASSET RF ATIVO SILVER FIC FI RENDA FIXA;2023-01-31;1018080.70
FI;00.819.875/0001-10;WESTERN ASSET DI RENDA FIXA REFERENCIADO FI;2023-01-31;188082161.07
FI;00.819.880/0001-22;WESTERN ASSET CÂMBIO DOLAR PRIME FICFI CAMBIAL;2023-01-31;32286643.89
FI;00.819.889/0001-33;WESTERN ASSET HEDGE DÓLAR FUNDO DE INVESTIMENTO CAMBIAL;2023-01-31;75158465.25
FI;00.819.901/0001-00;WESTERN ASSET DI SILVER FIC FI RENDA FIXA REFERENCIADO;2023-01-31;4366551.37
FI;00.819.915/0001-23;WESTERN ASSET DI EXCELLENT FICFI RENDA FIXA REFERENCIADO;2023-01-31;118948115.29
FI;00.819.929/0001-47;WESTERN ASSET DI PLUS FICFI RENDA FIXA REFERENCIADO;2023-01-31;11150409.67
FI;00.822.055/0001-87;BB RF IV FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-01-31;103545337943.77
FI;00.822.059/0001-65;BB AÇÕES IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;152047752.77
FI;00.822.954/0001-80;ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;450552367.40
FI;00.824.198/0001-28;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REFERENCIADO DI FEDERAL;2023-01-31;71634236.74
FI;00.825.076/0001-56;PRATICBEC FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-01-31;1039579.30
FI;00.825.077/0001-09;BECMAXI - FUNDO DE INVESTIMENTO RENDA FIXA;2023-01-31;6088982.59
FI;00.826.901/0001-37;CS EVOLUTION DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO;2023-01-31;13164337.88
FI;00.826.903/0001-26;CSHG TOP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-01-31;247486368.07
FI;00.826.907/0001-04;ITAÚ MEDIUM TERM CAPITAL FIX RENDA FIXA REFERENCIADO DI FDO DE INVESTO EM COTAS DE FDOS DE INVEST;2023-01-31;27162106.26
FI;00.826.911/0001-72;GOLDEN DI - RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;7895279.82
FI;00.828.941/0001-18;ITAU ADVANTAGE RENDA FIXA REFERENCIADO DI FICFI;2023-01-31;3204046.90
FI;00.829.163/0001-81;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MULTIPERFORMANCE;2023-01-31;7906372.65
FI;00.829.280/0001-45;ITAÚ RENDA FIXA - FUNDO DE INVESTIMENTO;2023-01-31;2745307823.96
FI;00.829.282/0001-34;ITAÚ EMPRESA RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;21245496.44
FI;00.829.288/0001-01;ITAÚ PRIVATE RENDA FIXA REFERENCIADO DI EXCLUSIVE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST;2023-01-31;2626966473.64
FI;00.829.292/0001-70;ITAÚ CORP RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;848741275.07
FI;00.832.407/0001-85;ITAÚ FRANCÊS RENDA FIXA - FUNDO DE INVESTIMENTO;2023-01-31;5242683931.03
FI;00.832.414/0001-87;ITAÚ RENDA FIXA REFERENCIADO DI PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;91072790.29
FI;00.832.424/0001-12;ITAÚ PERSONNALITÉ RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;3445875.80
FI;00.832.431/0001-14;ITAÚ PERSONNALITÉ RENDA FIXA PLUS - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;29350851.74
FI;00.832.435/0001-00;ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO;2023-01-31;3657779272.00
FI;00.832.443/0001-49;ITAÚ BBA RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;47112482.08
FI;00.832.445/0001-38;ITAU RENDA FIXA REFERENCIADO DI - FDO DE INVEST EM COTAS DE FDOS DE INVEST;2023-01-31;297877224.14
FI;00.832.453/0001-84;CSHG DI FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-01-31;3414483.03
FI;00.832.587/0001-03;BRB FUNDO DE INVESTIMENTO EM COTAS DE FI RF DI CRÉDITO PRIVADO LP HIPER - RESPONSABILIDADE LIMITADA;2023-01-31;65464989.11
FI;00.832.588/0001-40;FUNDO DE INVESTIMENTO EM RENDA FIXA BRB LIQUIDEZ;2023-01-31;21796695.44
FI;00.832.696/0001-12;SANTANDER RF CRESCIMENTO VIP FIC FI;2023-01-31;31275154.82
FI;00.833.458/0001-21;FUNDO DE INVESTIMENTO MULTIMERCADO TRIUNFO;2023-01-31;42104707.70
FI;00.834.072/0001-34;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA BETA RENDA FIXA REF DI LONGO PRAZO;2023-01-31;153258831.76
FI;00.834.074/0001-23;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA PRÁTICO RENDA FIXA CURTO PRAZO;2023-01-31;32853007223.85
FI;00.836.258/0001-22;FUNDO DE INVESTIMENTO MULTIMERCADO CHALLENGER;2023-01-31;152386787.40
FI;00.836.263/0001-35;BV EAGLE RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;2023-01-31;125165172.92
FI;00.838.266/0001-08;BANESTES VITÓRIA 500 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REF DI;2023-01-31;7703108.55
FI;00.838.267/0001-52;BANESTES INVESTIDOR AUTOMÁTICO FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-01-31;296410540.81
FI;00.838.269/0001-41;BANESTES INVEST MONEY FUNDO DE INVESTIMENTO RENDA FIXA;2023-01-31;101734743.55
FI;00.838.868/0001-65;ITAÚ PRIVATE SPECIAL MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2023-01-31;5967579.35
FI;00.840.008/0001-66;ITAÚ MULTIMERCADO MULTIMANAGER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;64862154.05
FI;00.840.011/0001-80;BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CRÉDITO PRIVADO;2023-01-31;3949359124.96
FI;00.842.960/0001-07;BB BESC RENDA FIXA PREMIUM FUNDO DE INVESTIMENTO;2023-01-31;41461011.79
FI;00.846.898/0001-13;CHEMICAL FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-01-31;30953106.24
FI;00.849.567/0001-37;SANTANDER PB HS MULTIMERCADO CRÉDITO PRIVADO FIC FI;2023-01-31;80916676.47
FI;00.852.311/0001-89;BB TOP DI RENDA FIXA REFERENCIADO DI LP FUNDO DE INVESTIMENTO;2023-01-31;26550286875.02
FI;00.856.171/0001-17;SANTANDER FUNDO DE INVESTIMENTO E MULTIMERCADO;2023-01-31;152233925.32
FI;00.856.751/0001-04;NÚCLEOS V WESTERN ASSET ALM FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-01-31;753295852.65
FI;00.856.755/0001-92;SANTANDER RENDA FIXA REFERENCIADO DI MAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;1501725888.15
FI;00.857.361/0001-59;BANPARA TRADICIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-01-31;9193108.44
FI;00.885.758/0001-54;SANTANDER PB JATOBÁ RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2023-01-31;33564534.16
FI;00.885.760/0001-23;BRADESCO H FICFI RENDA FIXA REFERENCIADO DI LONGO PRAZO 50;2023-01-31;108412637.17
FI;00.885.762/0001-12;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONGO PRAZO TÍTULOS PÚBLICOS;2023-01-31;641679358.52
FI;00.888.897/0001-31;BTG PACTUAL HEDGE FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-01-31;141817702.62
FI;00.893.531/0001-50;FAPA SENIOR FUNDO DE INVESTIMENTO MULTIMERCADO;2023-01-31;148794902.93
FI;00.906.044/0001-85;TEMPO CAPITAL MANACÁ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-01-31;395740560.48
FI;00.947.958/0001-94;OPPORTUNITY MARKET FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-01-31;77228973.66
FI;00.970.059/0001-02;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA EMPRESA;2023-01-31;59076908.07
FI;00.970.074/0001-50;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CRÉDITO PRIVADO DI UNIÃO;2023-01-31;6592702113.63
FI;00.973.117/0001-51;ITAÚ INSTITUCIONAL MULTIMERCADO JUROS E MOEDAS FUNDO DE INVESTIMENTO EM COTAS DE FI;2023-01-31;106194437.34
FI;00.974.902/0001-29;FIVESTARS PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2023-01-31;948095209.85
FI;00.975.480/0001-06;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONGO PRAZO;2023-01-31;474507580.04
FI;00.977.449/0001-04;GERDAU PREVIDÊNCIA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO 1;2023-01-31;561676493.81
FI;00.979.181/0001-40;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA SOMA;2023-01-31;2399354.21
FI;00.982.697/0001-43;BB ALFA FUNDO DE INVEST EM COTAS DE FUNDO DE INVEST. RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO;2023-01-31;91295004.95
FI;00.996.200/0001-46;FUNDO DE INVESTIMENTO DE AÇÕES SALINE - INVESTIMENTO NO EXTERIOR;2023-01-31;110077639.87
FI;01.045.435/0001-15;WESTERN ASSET MULTIRENDA 10 FIC FI MULTIMERCADO;2023-01-31;1201541.81
FI;01.045.437/0001-04;WESTERN ASSET MULTIRENDA 20 FIC FI MULTIMERCADO;2023-01-31;1979386.01
FI;01.063.897/0001-65;ITAÚ SMALL CAP VALUATION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-01-31;536601602.25
FI;01.069.185/0001-53;IU BNP PARIBAS CORPORATE VI - FUNDO DE INVESTIMENTO RENDA FIXA;2023-01-31;28802719.76
FI;01.071.664/0001-04;NAZARIO FUNDO DE INVESTIMENTO EM AÇÕES;2023-01-31;10074046.64
FI;01.099.040/0001-03;UNIVERSAL P FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-01-31;24098561.84
FI;01.103.103/0001-40;FI EM QUOTAS DE FI MULTIMERCADO CREDITO PRIVADO BALANCED GROWTH INVESTIMENTO NO EXTERIOR;2023-01-31;7173935.05
FI;01.107.772/0001-90;CONCÓRDIA EXTRA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-01-31;53165260.16
FI;01.111.801/0001-97;CONFIANÇA G FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-01-31;1070296314.51
FI;01.114.310/0001-08;BRADESCO H FICFI RENDA FIXA LONGO PRAZO PLUS;2023-01-31;49823256.11
FI;01.129.004/0001-37;ITAÚ EMPRESA TRUST RENDA FIXA REFERENCIADO DI - FDO DE INVESTIMENTO EM COTAS DE FDOS DE INVESTIMENTO;2023-01-31;25090672961.23
FI;01.135.345/0001-15;ITAÚ ÍNDICE AÇÕES IBOVESPA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;100105436.52
FI;01.147.626/0001-98;MEL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-01-31;179630376.66
FI;01.147.641/0001-36;FUNDO DE INVESTIMENTO RENDA FIXA MAPFRE SOBERANO;2023-01-31;670514802.93
FI;01.165.780/0001-92;FUNDO DE INVESTIMENTO CAIXA MASTER PERSONALIZADO 50 RENDA FIXA LONGO PRAZO;2023-01-31;2759904330.81
FI;01.165.781/0001-37;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXECUTIVO RENDA FIXA LONGO PRAZO;2023-01-31;2657826948.02
FI;01.165.788/0001-59;FUNDO DE INVESTIMENTO EXCLUSIVO CAIXA NOGUEIRA RENDA FIXA;2023-01-31;426659245.81
FI;01.165.792/0001-17;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA FUNDAÇÕES RENDA FIXA CURTO PRAZO;2023-01-31;46675764.88
FI;01.165.796/0001-03;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CLÁSSICO RENDA FIXA LONGO PRAZO;2023-01-31;37575840.91
FI;01.171.956/0001-19;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR;2023-01-31;5367043.57
FI;01.171.957/0001-63;BRAM FUNDO DE INVESTIMENTO RENDA FIXA;2023-01-31;3909513137.44
FI;01.174.068/0001-50;PRIVATE IZA MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;109128325.79
FI;01.197.545/0001-00;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA SATURNO;2023-01-31;117879972.02
FI;01.214.092/0001-75;BTG PACTUAL DISCOVERY FUNDO DE INVESTIMENTO MULTIMERCADO;2023-01-31;233593916.15
FI;01.221.890/0001-24;CSHG VERDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-01-31;834100889.23
FI;01.231.931/0001-63;OMEGA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2023-01-31;23294828.34
FI;01.271.827/0001-00;ITAÚ PRIVATE RENDA FIXA EXCELLENCE - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;437211780.94
FI;01.309.845/0001-26;CSHG SUNRISE FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉD PRIV RESPONSABILIDADE LIMITADA;2023-01-31;136879339.60
FI;01.340.605/0001-94;ITAÚ BBA CORPORATE RENDA FIXA CURTO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-01-31;2429329.39
FI;01.353.260/0001-03;BANRISUL AUTOMÁTICO FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-01-31;1792036767.86
FI;01.353.626/0001-44;SELEÇÃO GUIDE MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-01-31;81192833.39
FI;01.361.072/0001-27;TOP RENDA FIXA MIX CRÉDITO PRIVADO LONGO PRAZO - FDO DE INVEST EM COTAS DE FDOS DE INVEST;2023-01-31;7440382.64
FI;01.361.073/0001-71;TOP RENDA MISTA CORP RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - FDO DE INV EM COTAS DE FDOS DE INVEST;2023-01-31;21791453.95
FI;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉDITO PRIVADO LONGO PRAZO - FUNDO DE INVESTIMENTO;2023-01-31;3532485958.71
FI;01.375.954/0001-41;PLANNER FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-01-31;27353232.35
FI;01.380.701/0001-66;SANTANDER PB VII MULT CRÉD PRIV FI;2023-01-31;96819204.87
FI;01.392.020/0001-18;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO PGBL/VGBL FUTURE COMPOSTO III;2023-01-31;32255198.66
FI;01.392.021/0001-62;BRADESCO H FC DE FUNDOS DE INVESTIMENTO RENDA FIXA PGBL/VGBL FUTURE;2023-01-31;785293419.05
FI;01.410.032/0001-28;BB CAP FUNDO DE INVESTIMENTO RENDA FIXA;2023-01-31;5025381803.50
FI;01.424.041/0001-78;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA ÁGUIA;2023-01-31;115832530.01
FI;01.430.938/0001-04;BTG PACTUAL DOLAR FUNDO DE INVESTIMENTO CAMBIAL;2023-01-31;167817334.19
FI;01.433.414/0001-77;ITAÚ PERSONNALITÉ PRÊMIO RENDA FIXA REFERENCIADO DI FUNDO DE INVEST EM COTAS DE FDOS DE INVEST;2023-01-31;37316094.46
FI;01.434.078/0001-87;RT SCALA RENDA FIXA FUNDO DE INVESTIMENTO;2023-01-31;1117518109.84
FI;01.464.595/0001-07;CSHG FUNDO DE INVESTIMENTO CAMBIAL;2023-01-31;45587033.28
FI;01.490.766/0001-64;WESTERN ASSET DI GOLD FICFI RENDA FIXA REFERENCIADO;2023-01-31;6542634.97
FI;01.496.940/0001-86;BRAM H FUNDO DE INVESTIMENTO AÇÕES INSTITUCIONAL;2023-01-31;134672219.33
FI;01.508.152/0001-62;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA ASSURANCE;2023-01-31;5162140.95
FI;01.525.057/0001-77;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES CAIXA IBOVESPA;2023-01-31;110179204.84
FI;01.536.201/0001-70;TARGET D - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-01-31;144314464.65
FI;01.541.649/0001-82;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO GOLDEN PROFIT CONSERV;2023-01-31;4180140.14
