TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
FI;00.089.915/0001-15;AMARIL FRANKLIN FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST MULTIMERCADO CRED PRIVADO;2023-05-31;17373781.41
FI;00.102.322/0001-41;BOREAL AÇÕES III FUNDO DE INVESTIMENTO DE AÇÕES INVESTIMENTO NO EXTERIOR;2023-05-31;53670841.83
FI;00.180.995/0001-10;SAFRA EXECUTIVE MAX RF FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;139098085.46
FI;00.185.259/0001-54;OPPORTUNITY LOGICA II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;2023-05-31;428611776.35
FI;00.194.256/0001-87;BB EXTRAMERCADO FAE FUNDO DE INVESTIMENTO EM RENDA FIXA;2023-05-31;4954920377.58
FI;00.211.294/0001-09;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO EUCALIPTO;2023-05-31;619298823.53
FI;00.222.725/0001-24;SANTANDER RENDA FIXA CRESCIMENTO CENTRUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;73015060.47
FI;00.222.816/0001-60;SAFRA EXECUTIVE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;2023-05-31;1248348408.27
FI;00.280.302/0001-60;BRADESCO H FICFI RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO TIPO;2023-05-31;464083925.25
FI;00.306.278/0001-91;BRADESCO FIC DE FI RENDA FIXA REFERENCIADO DI;2023-05-31;1888382175.36
FI;00.322.699/0001-06;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO LONGO PRAZO EXECUTIVO;2023-05-31;2821700448.48
FI;00.346.750/0001-10;NECTON FUNDO DE INVESTIMENTO MULTIMERCADO;2023-05-31;4214606.92
FI;00.360.293/0001-18;BB RENDA FIXA DIVIDA EXTERNA MIL FUNDO INVESTIMENTO;2023-05-31;56972360.44
FI;00.398.561/0001-90;PORTO ALISIOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-05-31;58944310.11
FI;00.400.490/0001-13;PORTO SEGURO MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-05-31;261534435.52
FI;00.463.569/0001-93;BRADESCO PRIVATE FUNDO DE INVESTIMENTO EM AÇÕES IBOVESPA ALAVANCADO;2023-05-31;24030991.62
FI;00.524.617/0001-06;CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;67642973.42
FI;00.539.553/0001-17;SELEÇÃO GUIDE CASH FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉD PRIVA;2023-05-31;363975589.95
FI;00.575.922/0001-27;ALFA AÇÕES PREMIUM - FUNDO DE INVESTIMENTO EM AÇÕES;2023-05-31;17271829.32
FI;00.598.452/0001-17;MB MASTER REFERENCIADO DI LONGO PRAZO FUNDO DE INVESTIMENTO FINANCEIRO;2023-05-31;25491385.92
FI;00.601.692/0001-23;FAMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2023-05-31;107368126.40
FI;00.638.573/0001-45;PAULA SOUZA FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2023-05-31;42898309.89
FI;00.743.026/0001-20;BANRISUL VIP FUNDO DE INVESTIMENTO RENDA FIXA DE LONGO PRAZO;2023-05-31;91453812.40
FI;00.756.851/0001-69;BB RENDA FIXA REFERENCIADO DI ÁGIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;3361060251.56
FI;00.777.815/0001-81;BRADESCO H FICFI RENDA FIXA REFERENCIADO DI LONGO PRAZO FUNCIONÁRIO;2023-05-31;140659653.74
FI;00.785.365/0001-79;ITAÚ MONEY MARKET RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;58851079.64
FI;00.793.947/0001-05;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA VÊNUS;2023-05-31;55901870.25
FI;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-05-31;841939903.42
FI;00.809.773/0001-13;BRADESCO H FICFI RENDA FIXA CURTO PRAZO OVER;2023-05-31;47065352.50
FI;00.812.433/0001-41;BNB AUTOMÁTICO FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-05-31;3490516092.06
FI;00.813.340/0001-31;SANTANDER FIC FI EXTRA RENDA FIXA REFERENCIADO DI;2023-05-31;52211798.82
FI;00.813.342/0001-20;SANTANDER RF REFERENCIADO DI MAIS 2 FIC FI;2023-05-31;757549389.33
FI;00.817.201/0001-86;ITAÚ RENDA FIXA PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;16298199.09
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-05-31;245063370.61
FI;00.819.855/0001-49;WESTERN ASSET CÂMBIO DOLAR SILVER FICFI CAMBIAL;2023-05-31;867377.43
FI;00.819.858/0001-82;WESTERN ASSET RF ATIVO SILVER FIC FI RENDA FIXA;2023-05-31;949666.98
FI;00.819.875/0001-10;WESTERN ASSET DI RENDA FIXA REFERENCIADO FI;2023-05-31;186685866.09
FI;00.819.880/0001-22;WESTERN ASSET CÂMBIO DOLAR PRIME FICFI CAMBIAL;2023-05-31;31910869.54
FI;00.819.889/0001-33;WESTERN ASSET HEDGE DÓLAR FUNDO DE INVESTIMENTO CAMBIAL;2023-05-31;72584303.90
FI;00.819.901/0001-00;WESTERN ASSET DI SILVER FIC FI RENDA FIXA REFERENCIADO;2023-05-31;4200467.25
FI;00.819.915/0001-23;WESTERN ASSET DI EXCELLENT FICFI RENDA FIXA REFERENCIADO;2023-05-31;116606885.77
FI;00.819.929/0001-47;WESTERN ASSET DI PLUS FICFI RENDA FIXA REFERENCIADO;2023-05-31;11402556.18
FI;00.822.055/0001-87;BB RF IV FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-05-31;106318052442.55
FI;00.822.059/0001-65;BB AÇÕES IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;140157886.20
FI;00.822.954/0001-80;ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;388926581.31
FI;00.824.198/0001-28;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REFERENCIADO DI FEDERAL;2023-05-31;71127102.11
FI;00.825.076/0001-56;PRATICBEC FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-05-31;1059943.22
FI;00.825.077/0001-09;BECMAXI - FUNDO DE INVESTIMENTO RENDA FIXA;2023-05-31;6453275.00
FI;00.826.901/0001-37;CS EVOLUTION DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO;2023-05-31;10357626.10
FI;00.826.903/0001-26;CSHG TOP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-05-31;214840128.40
FI;00.826.907/0001-04;ITAÚ MEDIUM TERM CAPITAL FIX RENDA FIXA REFERENCIADO DI FDO DE INVESTO EM COTAS DE FDOS DE INVEST;2023-05-31;27502107.79
FI;00.826.911/0001-72;GOLDEN DI - RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;8102557.01
FI;00.828.941/0001-18;ITAU ADVANTAGE RENDA FIXA REFERENCIADO DI FICFI;2023-05-31;3153699.86
FI;00.829.163/0001-81;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MULTIPERFORMANCE;2023-05-31;7918219.95
FI;00.829.280/0001-45;ITAÚ RENDA FIXA - FUNDO DE INVESTIMENTO;2023-05-31;2699635921.95
FI;00.829.282/0001-34;ITAÚ EMPRESA RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;19893340.92
FI;00.829.288/0001-01;ITAÚ PRIVATE RENDA FIXA REFERENCIADO DI EXCLUSIVE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST;2023-05-31;2382516384.65
FI;00.829.292/0001-70;ITAÚ CORP RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;802978616.00
FI;00.832.407/0001-85;ITAÚ FRANCÊS RENDA FIXA - FUNDO DE INVESTIMENTO;2023-05-31;5290589537.88
FI;00.832.414/0001-87;ITAÚ RENDA FIXA REFERENCIADO DI PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;65193217.98
FI;00.832.424/0001-12;ITAÚ PERSONNALITÉ RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;3458070.91
FI;00.832.431/0001-14;ITAÚ PERSONNALITÉ RENDA FIXA PLUS - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;29160245.26
FI;00.832.435/0001-00;ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO;2023-05-31;4844957296.03
FI;00.832.443/0001-49;ITAÚ BBA RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;44946976.27
FI;00.832.445/0001-38;ITAU RENDA FIXA REFERENCIADO DI - FDO DE INVEST EM COTAS DE FDOS DE INVEST;2023-05-31;269985787.68
FI;00.832.453/0001-84;CSHG DI FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-05-31;3087841.78
FI;00.832.587/0001-03;BRB FUNDO DE INVESTIMENTO EM COTAS DE FI RF DI CRÉDITO PRIVADO LP HIPER - RESPONSABILIDADE LIMITADA;2023-05-31;60652344.68
FI;00.832.588/0001-40;FUNDO DE INVESTIMENTO EM RENDA FIXA BRB LIQUIDEZ;2023-05-31;16708311.39
FI;00.832.696/0001-12;SANTANDER RF CRESCIMENTO VIP FIC FI;2023-05-31;31143496.83
FI;00.833.458/0001-21;FUNDO DE INVESTIMENTO MULTIMERCADO TRIUNFO;2023-05-31;43358605.62
FI;00.834.072/0001-34;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA BETA RENDA FIXA REF DI LONGO PRAZO;2023-05-31;150155042.36
FI;00.834.074/0001-23;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA PRÁTICO RENDA FIXA CURTO PRAZO;2023-05-31;32413952490.30
FI;00.836.258/0001-22;FUNDO DE INVESTIMENTO MULTIMERCADO CHALLENGER;2023-05-31;154822835.15
FI;00.836.263/0001-35;BV EAGLE RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;2023-05-31;107178295.90
FI;00.838.266/0001-08;BANESTES VITÓRIA 500 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REF DI;2023-05-31;7278472.41
FI;00.838.267/0001-52;BANESTES INVESTIDOR AUTOMÁTICO FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-05-31;171175127.79
FI;00.838.269/0001-41;BANESTES INVEST MONEY FUNDO DE INVESTIMENTO RENDA FIXA;2023-05-31;178011688.25
FI;00.838.868/0001-65;ITAÚ PRIVATE SPECIAL MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2023-05-31;6153637.87
FI;00.840.008/0001-66;ITAÚ MULTIMERCADO MULTIMANAGER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;61597831.55
FI;00.840.011/0001-80;BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CRÉDITO PRIVADO;2023-05-31;3861986708.41
FI;00.842.960/0001-07;BB BESC RENDA FIXA PREMIUM FUNDO DE INVESTIMENTO;2023-05-31;40922440.04
FI;00.846.898/0001-13;CHEMICAL FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-05-31;31809456.77
FI;00.849.567/0001-37;SANTANDER PB HS MULTIMERCADO CRÉDITO PRIVADO FIC FI;2023-05-31;85559975.39
FI;00.852.311/0001-89;BB TOP DI RENDA FIXA REFERENCIADO DI LP FUNDO DE INVESTIMENTO;2023-05-31;28590761643.78
FI;00.856.171/0001-17;SANTANDER FUNDO DE INVESTIMENTO E MULTIMERCADO;2023-05-31;139696764.03
FI;00.856.751/0001-04;NÚCLEOS V WESTERN ASSET ALM FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-05-31;687660687.66
FI;00.856.755/0001-92;SANTANDER RENDA FIXA REFERENCIADO DI MAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;1459009598.51
FI;00.857.361/0001-59;BANPARA TRADICIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-05-31;10035150.04
FI;00.885.758/0001-54;SANTANDER PB JATOBÁ RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2023-05-31;26893464.50
FI;00.885.760/0001-23;BRADESCO H FICFI RENDA FIXA REFERENCIADO DI LONGO PRAZO 50;2023-05-31;105060674.27
FI;00.885.762/0001-12;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONGO PRAZO TÍTULOS PÚBLICOS;2023-05-31;713359043.18
FI;00.888.897/0001-31;BTG PACTUAL HEDGE FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-05-31;265800034.43
FI;00.893.531/0001-50;FAPA SENIOR FUNDO DE INVESTIMENTO MULTIMERCADO;2023-05-31;153613112.75
FI;00.906.044/0001-85;TEMPO CAPITAL MANACÁ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-05-31;406441744.36
FI;00.947.958/0001-94;OPPORTUNITY MARKET FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-05-31;73435236.03
FI;00.970.059/0001-02;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA EMPRESA;2023-05-31;59916685.43
FI;00.970.074/0001-50;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO UNIÃO;2023-05-31;5880457339.24
FI;00.973.117/0001-51;ITAÚ INSTITUCIONAL MULTIMERCADO JUROS E MOEDAS FUNDO DE INVESTIMENTO EM COTAS DE FI;2023-05-31;79478896.97
FI;00.974.902/0001-29;FIVESTARS PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2023-05-31;661687704.58
FI;00.975.480/0001-06;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONGO PRAZO;2023-05-31;520468980.03
FI;00.977.449/0001-04;GERDAU PREVIDÊNCIA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO 1;2023-05-31;583761445.96
FI;00.979.181/0001-40;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA SOMA;2023-05-31;2454010.25
FI;00.982.697/0001-43;BB ALFA FUNDO DE INVEST EM COTAS DE FUNDO DE INVEST. RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO;2023-05-31;93467543.29
FI;00.996.200/0001-46;FUNDO DE INVESTIMENTO DE AÇÕES SALINE - INVESTIMENTO NO EXTERIOR;2023-05-31;99914719.92
FI;01.045.435/0001-15;WESTERN ASSET MULTIRENDA 10 FIC FI MULTIMERCADO;2023-05-31;1166716.76
FI;01.045.437/0001-04;WESTERN ASSET MULTIRENDA 20 FIC FI MULTIMERCADO;2023-05-31;1827543.50
FI;01.063.897/0001-65;ITAÚ SMALL CAP VALUATION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-05-31;468953100.75
FI;01.069.185/0001-53;IU BNP PARIBAS CORPORATE VI - FUNDO DE INVESTIMENTO RENDA FIXA;2023-05-31;29630291.95
FI;01.071.664/0001-04;NAZARIO FUNDO DE INVESTIMENTO EM AÇÕES;2023-05-31;9905525.45
FI;01.099.040/0001-03;UNIVERSAL P FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-05-31;25049521.57
FI;01.103.103/0001-40;FI EM QUOTAS DE FI MULTIMERCADO CREDITO PRIVADO BALANCED GROWTH INVESTIMENTO NO EXTERIOR;2023-05-31;7231199.06
FI;01.107.772/0001-90;CONCÓRDIA EXTRA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-05-31;41918850.82
FI;01.111.801/0001-97;CONFIANÇA G FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-05-31;1087974001.85
FI;01.114.310/0001-08;BRADESCO H FICFI RENDA FIXA LONGO PRAZO PLUS;2023-05-31;45142341.98
FI;01.129.004/0001-37;ITAÚ EMPRESA TRUST RENDA FIXA REFERENCIADO DI - FDO DE INVESTIMENTO EM COTAS DE FDOS DE INVESTIMENTO;2023-05-31;22344697186.06
FI;01.135.345/0001-15;ITAÚ ÍNDICE AÇÕES IBOVESPA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;84552280.86
FI;01.147.626/0001-98;MEL CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2023-05-31;191978630.38
FI;01.147.641/0001-36;FUNDO DE INVESTIMENTO RENDA FIXA MAPFRE SOBERANO;2023-05-31;659285833.86
FI;01.165.780/0001-92;FUNDO DE INVESTIMENTO CAIXA MASTER PERSONALIZADO 50 RENDA FIXA LONGO PRAZO;2023-05-31;2556963631.36
FI;01.165.781/0001-37;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXECUTIVO RENDA FIXA LONGO PRAZO;2023-05-31;2459077551.76
FI;01.165.788/0001-59;FUNDO DE INVESTIMENTO EXCLUSIVO CAIXA NOGUEIRA RENDA FIXA;2023-05-31;28780598.09
FI;01.165.792/0001-17;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA FUNDAÇÕES RENDA FIXA CURTO PRAZO;2023-05-31;48329905.52
FI;01.165.796/0001-03;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CLÁSSICO RENDA FIXA LONGO PRAZO;2023-05-31;35490381.99
FI;01.171.956/0001-19;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR;2023-05-31;5191166.05
FI;01.171.957/0001-63;BRAM FUNDO DE INVESTIMENTO RENDA FIXA;2023-05-31;3765966363.40
FI;01.174.068/0001-50;PRIVATE IZA MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;104347983.47
FI;01.197.545/0001-00;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA SATURNO;2023-05-31;108303606.44
FI;01.214.092/0001-75;BTG PACTUAL DISCOVERY FUNDO DE INVESTIMENTO MULTIMERCADO;2023-05-31;201155241.34
FI;01.221.890/0001-24;CSHG VERDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-05-31;756876793.27
FI;01.231.931/0001-63;OMEGA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2023-05-31;16708454.59
FI;01.271.827/0001-00;ITAÚ PRIVATE RENDA FIXA EXCELLENCE - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;422840768.37
FI;01.309.845/0001-26;CSHG SUNRISE FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉD PRIV RESPONSABILIDADE LIMITADA;2023-05-31;141350134.56
FI;01.340.605/0001-94;ITAÚ BBA CORPORATE RENDA FIXA CURTO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-05-31;2495695.28
FI;01.353.260/0001-03;BANRISUL AUTOMÁTICO FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-05-31;1537032580.71
FI;01.353.626/0001-44;SELEÇÃO GUIDE MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-05-31;72382536.06
FI;01.361.072/0001-27;TOP RENDA FIXA MIX CRÉDITO PRIVADO LONGO PRAZO - FDO DE INVEST EM COTAS DE FDOS DE INVEST;2023-05-31;6523246.20
FI;01.361.073/0001-71;TOP RENDA MISTA CORP RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - FDO DE INV EM COTAS DE FDOS DE INVEST;2023-05-31;20737841.83
FI;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉDITO PRIVADO LONGO PRAZO - FUNDO DE INVESTIMENTO;2023-05-31;2691755708.95
FI;01.375.954/0001-41;PLANNER FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-05-31;36415734.45
FI;01.380.701/0001-66;SANTANDER PB VII MULT CRÉD PRIV FI;2023-05-31;88563788.42
FI;01.392.020/0001-18;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO PGBL/VGBL FUTURE COMPOSTO III;2023-05-31;31176934.52
FI;01.392.021/0001-62;BRADESCO H FC DE FUNDOS DE INVESTIMENTO RENDA FIXA PGBL/VGBL FUTURE;2023-05-31;768752499.59
FI;01.410.032/0001-28;BB CAP FUNDO DE INVESTIMENTO RENDA FIXA;2023-05-31;5561530387.99
FI;01.424.041/0001-78;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA ÁGUIA;2023-05-31;117575503.77
FI;01.430.938/0001-04;BTG PACTUAL DOLAR FUNDO DE INVESTIMENTO CAMBIAL;2023-05-31;286750109.53
FI;01.433.414/0001-77;ITAÚ PERSONNALITÉ PRÊMIO RENDA FIXA REFERENCIADO DI FUNDO DE INVEST EM COTAS DE FDOS DE INVEST;2023-05-31;35725236.06
FI;01.434.078/0001-87;RT SCALA RENDA FIXA FUNDO DE INVESTIMENTO;2023-05-31;1157965048.34
FI;01.464.595/0001-07;CSHG FUNDO DE INVESTIMENTO CAMBIAL;2023-05-31;39451886.35
FI;01.490.766/0001-64;WESTERN ASSET DI GOLD FICFI RENDA FIXA REFERENCIADO;2023-05-31;6551979.29
FI;01.496.940/0001-86;BRAM H FUNDO DE INVESTIMENTO AÇÕES INSTITUCIONAL;2023-05-31;129045108.29
FI;01.508.152/0001-62;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA ASSURANCE;2023-05-31;5369791.82
FI;01.525.057/0001-77;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES CAIXA IBOVESPA;2023-05-31;94251007.65
FI;01.536.201/0001-70;TARGET D - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-05-31;111525817.51
FI;01.541.649/0001-82;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO GOLDEN PROFIT CONSERV;2023-05-31;3862222.64
