TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;1711.000000;1719300.55;;2025-12-29;PJ;06.057.223/0001-71;ASSAI;2029-09-25;S;DI1;DI de um dia;100.000000;1.100487;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;861.000000;932286.69;;2025-12-29;PJ;00.242.184/0001-04;ARMAC LOCACA;2029-11-04;S;DI1;DI de um dia;100.000000;2.254854;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;153.000000;165667.67;;2025-12-29;PJ;00.242.184/0001-04;ARMAC LOCACA;2029-11-04;S;DI1;DI de um dia;100.000000;2.307654;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;563396.000000;208981.04;;2025-12-29;PJ;33.041.260/0652-90;GRUPO CASAS BAH;2029-11-28;S;DI1;DI de um dia;100.000000;1.499992;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;1245.000000;1316022.50;;2025-12-29;PJ;60.894.730/0001-05;USIMINAS;2029-12-09;S;DI1;DI de um dia;100.000000;1.662950;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;990.000000;1046520.37;;2025-12-29;PJ;50.746.577/0001-15;COSAN S/A IND;2030-03-27;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;672.000000;734782.60;;2025-12-29;PJ;61.156.113/0001-75;IOCHPE MAXION;2030-04-02;S;DI1;DI de um dia;100.000000;1.622237;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;472.000000;516097.30;;2025-12-29;PJ;61.156.113/0001-75;IOCHPE MAXION;2030-04-02;S;DI1;DI de um dia;100.000000;1.469941;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;904.000000;908210.18;;2025-12-29;PJ;00.864.214/0001-06;ENERGISA;2032-09-15;S;DI1;DI de um dia;100.000000;1.310149;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;212.000000;212633.27;;2025-12-29;PJ;02.286.479/0001-08;LOCALIZA FLEET;2032-09-18;S;DI1;DI de um dia;100.000000;0.792801;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;7387.000000;516723.57;;2025-12-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2032-11-13;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.453299;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;7139.000000;499215.41;;2025-12-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2032-11-13;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;0.000000;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;11427.000000;799209.34;;2025-12-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2032-11-13;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;11.944430;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;8505.000000;594224.24;;2025-12-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2032-11-13;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;11.720588;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;12101.000000;846437.61;;2025-12-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2032-11-13;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.790073;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;1755.000000;1848248.98;;2025-12-29;PJ;43.776.517/0001-80;SABESP;2034-02-20;S;DI1;DI de um dia;100.000000;1.359722;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;504.000000;809306.43;;2025-12-29;PJ;41.508.382/0001-46;RODOVIAS DO BRA;2030-05-10;S;DI1;DI de um dia;100.000000;7.369294;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;972.000000;1041610.69;;2025-12-29;PJ;06.272.793/0001-84;EQUATORIAL MARA;2030-05-15;S;DI1;DI de um dia;100.000000;0.952665;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;1347.000000;1414727.85;;2025-12-29;PJ;16.670.085/0001-55;LOCALIZA;2030-05-20;S;DI1;DI de um dia;100.000000;1.325197;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;217.000000;228226.14;;2025-12-29;PJ;04.601.397/0001-28;BRISANET SERVIC;2030-07-10;S;DI1;DI de um dia;100.000000;1.623759;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;1445.000000;1477890.27;;2025-12-29;PJ;59.546.515/0001-34;FISIA COMERCIO;2030-07-15;S;DI1;DI de um dia;100.000000;1.101135;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;1007.000000;1002621.72;;2025-12-29;PJ;25.005.683/0001-09;VERT COMPANHIA;2030-07-17;S;DI1;DI de um dia;100.000000;2.544530;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;1698.000000;1711203.80;;2025-12-29;PJ;07.594.978/0001-78;SMARTFIT;2030-09-04;S;DI1;DI de um dia;100.000000;1.406142;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;738.000000;749935.99;;2025-12-29;PJ;17.281.106/0001-03;COPASA MG;2030-09-15;S;DI1;DI de um dia;100.000000;1.294993;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;671.000000;709668.46;;2025-12-29;PJ;02.451.848/0001-62;CONCES ANHANGUE;2030-11-05;S;DI1;DI de um dia;100.000000;1.678417;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;969031.000000;362055.18;;2025-12-29;PJ;33.041.260/0652-90;GRUPO CASAS BAH;2030-11-28;S;DI1;DI de um dia;100.000000;0.998749;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;689.000000;739928.19;;2025-12-29;PJ;00.001.180/0001-26;ELETROBRAS;2031-04-15;S;DI1;DI de um dia;100.000000;1.027568;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;778.000000;823508.71;;2025-12-29;PJ;89.086.144/0011-98;RANDON SA;2031-05-17;S;DI1;DI de um dia;100.000000;1.191840;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;535.000000;552357.14;;2025-12-29;PJ;08.873.873/0001-10;ECORODOVIAS;2031-07-15;S;DI1;DI de um dia;100.000000;1.476183;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;1359.000000;1446119.67;;2025-12-29;PJ;06.047.087/0001-39;Rede DOr São Lu;2031-07-25;S;DI1;DI de um dia;100.000000;2.256497;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;188.000000;192571.78;;2025-12-29;PJ;02.762.121/0001-04;SANTOS BRAS;2031-08-15;S;DI1;DI de um dia;100.000000;0.790151;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;1685.000000;1718533.20;;2025-12-29;PJ;06.977.745/0001-91;BR MALLS;2031-08-20;S;DI1;DI de um dia;100.000000;0.629609;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;1004.000000;1057055.24;;2025-12-29;PJ;06.047.087/0001-39;Rede DOr São Lu;2031-08-20;S;DI1;DI de um dia;100.000000;1.957335;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;994.000000;1055573.39;;2025-12-29;PJ;04.370.282/0001-70;COPEL GERACAO T;2031-10-10;S;DI1;DI de um dia;100.000000;0.708794;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;1237.000000;1324083.20;;2025-12-29;PJ;07.816.890/0001-53;MULTIPLAN;2031-10-15;S;DI1;DI de um dia;100.000000;0.583793;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;2017.000000;2075533.93;;2025-12-29;PJ;03.025.305/0001-46;ROD.COLINAS S.A;2032-01-15;S;DI1;DI de um dia;100.000000;0.312096;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;898.000000;951295.23;;2025-12-29;PJ;16.670.085/0001-55;LOCALIZA;2032-05-20;S;DI1;DI de um dia;100.000000;1.490610;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;760.000000;797945.48;;2025-12-29;PJ;33.611.500/0001-19;GERDAU S/A;2032-06-04;S;DI1;DI de um dia;100.000000;0.664448;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;1294.000000;1182527.22;;2025-12-29;PJ;10.647.979/0001-48;CONCES ROTA BAN;2032-07-15;S;DI1;DI de um dia;100.000000;6.986796;;S;N;
